Group_name,Subgroup,Time_Period,Risk
By State,Louisiana,2021-09-29,High
By State,Maine,2021-09-29,Moderate
By State,Maryland,2021-09-29,Moderate
By State,Massachusetts,2021-09-29,High
By State,Michigan,2021-09-29,High
By State,Minnesota,2021-09-29,Mild
By State,Mississippi,2021-09-29,Extreme
By State,Missouri,2021-09-29,High
By State,Montana,2021-09-29,Moderate
By State,Nebraska,2021-09-29,High
By State,Nevada,2021-09-29,High
By State,New Hampshire,2021-09-29,Mild
By State,New Jersey,2021-09-29,Moderate
By State,New Mexico,2021-09-29,High
By State,New York,2021-09-29,Moderate
By State,North Carolina,2021-09-29,High
By State,North Dakota,2021-09-29,High
By State,Ohio,2021-09-29,Moderate
By State,Oklahoma,2021-09-29,Extreme
By State,Oregon,2021-09-29,High
By State,Pennsylvania,2021-09-29,High
By State,Rhode Island,2021-09-29,Extreme
By State,South Carolina,2021-09-29,High
By State,South Dakota,2021-09-29,Mild
By State,Tennessee,2021-09-29,High
By State,Texas,2021-09-29,High
By State,Utah,2021-09-29,High
By State,Vermont,2021-09-29,High
By State,Virginia,2021-09-29,Moderate
By State,Washington,2021-09-29,High
By State,West Virginia,2021-09-29,High
By State,Wisconsin,2021-09-29,Mild
By State,Wyoming,2021-09-29,Moderate
National Estimate,United States,2021-12-01,High
By Age,18 - 29 years,2021-12-01,Extreme
By Age,30 - 39 years,2021-12-01,Extreme
By Age,40 - 49 years,2021-12-01,Extreme
By Age,50 - 59 years,2021-12-01,Moderate
By Age,60 - 69 years,2021-12-01,Mild
By Age,70 - 79 years,2021-12-01,Mild
By Age,80 years and above,2021-12-01,Mild
By Sex,Male,2021-12-01,Moderate
By Sex,Female,2021-12-01,High
By Gender identity,Cis-gender male,2021-12-01,Moderate
By Gender identity,Cis-gender female,2021-12-01,High
By Gender identity,Transgender,2021-12-01,Extreme
By Sexual orientation,Gay or lesbian,2021-12-01,Extreme
By Sexual orientation,Straight,2021-12-01,Moderate
By Sexual orientation,Bisexual,2021-12-01,Extreme
By Race/Hispanic ethnicity,Hispanic or Latino,2021-12-01,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-12-01,High
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-12-01,High
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-12-01,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-12-01,Extreme
By Education,Less than a high school diploma,2021-12-01,Extreme
By Education,High school diploma or GED,2021-12-01,High
By Education,Some college/Associate's degree,2021-12-01,High
By Education,Bachelor's degree or higher,2021-12-01,Moderate
By Disability status,With disability,2021-12-01,Extreme
By Disability status,Without disability,2021-12-01,Moderate
By State,Alabama,2021-12-01,High
By State,Alaska,2021-12-01,Extreme
By State,Arizona,2021-12-01,High
By State,Arkansas,2021-12-01,High
By State,California,2021-12-01,High
By State,Colorado,2021-12-01,High
By State,Connecticut,2021-12-01,Moderate
By State,Delaware,2021-12-01,Moderate
By State,District of Columbia,2021-12-01,High
By State,Florida,2021-12-01,Moderate
By State,Georgia,2021-12-01,High
By State,Hawaii,2021-12-01,High
By State,Idaho,2021-12-01,High
By State,Illinois,2021-12-01,Moderate
By State,Indiana,2021-12-01,High
By State,Iowa,2021-12-01,High
By State,Kansas,2021-12-01,High
By State,Kentucky,2021-12-01,Extreme
By State,Louisiana,2021-12-01,Extreme
By State,Maine,2021-12-01,High
By State,Maryland,2021-12-01,Moderate
By State,Massachusetts,2021-12-01,High
By State,Michigan,2021-12-01,High
By State,Minnesota,2021-12-01,Moderate
By State,Mississippi,2021-12-01,High
By State,Missouri,2021-12-01,High
By State,Montana,2021-12-01,High
By State,Nebraska,2021-12-01,High
By State,Nevada,2021-12-01,Extreme
By State,New Hampshire,2021-12-01,High
By State,New Jersey,2021-12-01,Moderate
By State,New Mexico,2021-12-01,High
By State,New York,2021-12-01,High
By State,North Carolina,2021-12-01,High
By State,North Dakota,2021-12-01,High
By State,Ohio,2021-12-01,High
By State,Oklahoma,2021-12-01,Extreme
By State,Oregon,2021-12-01,Extreme
By State,Pennsylvania,2021-12-01,Moderate
By State,Rhode Island,2021-12-01,Moderate
By State,South Carolina,2021-12-01,Moderate
By State,South Dakota,2021-12-01,Mild
By State,Tennessee,2021-12-01,High
By State,Texas,2021-12-01,Moderate
By State,Utah,2021-12-01,High
By State,Vermont,2021-12-01,High
By State,Virginia,2021-12-01,High
By State,Washington,2021-12-01,High
By State,West Virginia,2021-12-01,Extreme
By State,Wisconsin,2021-12-01,Moderate
By State,Wyoming,2021-12-01,High
