Group_name,Subgroup,Time_Period,Risk
By Education,Bachelor's degree or higher,2020-11-11,Mild
By State,Alabama,2020-11-11,High
By State,Alaska,2020-11-11,High
By State,Arizona,2020-11-11,Moderate
By State,Arkansas,2020-11-11,High
By State,California,2020-11-11,High
By State,Colorado,2020-11-11,Moderate
By State,Connecticut,2020-11-11,Moderate
By State,Delaware,2020-11-11,Mild
By State,District of Columbia,2020-11-11,Moderate
By State,Florida,2020-11-11,High
By State,Georgia,2020-11-11,Moderate
By State,Hawaii,2020-11-11,Mild
By State,Idaho,2020-11-11,Moderate
By State,Illinois,2020-11-11,High
By State,Indiana,2020-11-11,Moderate
By State,Iowa,2020-11-11,Moderate
By State,Kansas,2020-11-11,Moderate
By State,Kentucky,2020-11-11,Moderate
By State,Louisiana,2020-11-11,Extreme
By State,Maine,2020-11-11,Moderate
By State,Maryland,2020-11-11,Moderate
By State,Massachusetts,2020-11-11,Moderate
By State,Michigan,2020-11-11,Moderate
By State,Minnesota,2020-11-11,Mild
By State,Mississippi,2020-11-11,High
By State,Missouri,2020-11-11,Moderate
By State,Montana,2020-11-11,High
By State,Nebraska,2020-11-11,Moderate
By State,Nevada,2020-11-11,High
By State,New Hampshire,2020-11-11,Mild
By State,New Jersey,2020-11-11,Moderate
By State,New Mexico,2020-11-11,High
By State,New York,2020-11-11,Moderate
By State,North Carolina,2020-11-11,Moderate
By State,North Dakota,2020-11-11,Moderate
By State,Ohio,2020-11-11,Moderate
By State,Oklahoma,2020-11-11,High
By State,Oregon,2020-11-11,Moderate
By State,Pennsylvania,2020-11-11,Moderate
By State,Rhode Island,2020-11-11,High
By State,South Carolina,2020-11-11,High
By State,South Dakota,2020-11-11,Moderate
By State,Tennessee,2020-11-11,Moderate
By State,Texas,2020-11-11,High
By State,Utah,2020-11-11,Moderate
By State,Vermont,2020-11-11,Mild
By State,Virginia,2020-11-11,Mild
By State,Washington,2020-11-11,Moderate
By State,West Virginia,2020-11-11,Moderate
By State,Wisconsin,2020-11-11,Moderate
By State,Wyoming,2020-11-11,Moderate
National Estimate,United States,2020-11-25,Moderate
By Age,18 - 29 years,2020-11-25,Extreme
By Age,30 - 39 years,2020-11-25,High
By Age,40 - 49 years,2020-11-25,High
By Age,50 - 59 years,2020-11-25,Moderate
By Age,60 - 69 years,2020-11-25,Mild
By Age,70 - 79 years,2020-11-25,Mild
By Age,80 years and above,2020-11-25,Mild
By Sex,Male,2020-11-25,Moderate
By Sex,Female,2020-11-25,High
By Race/Hispanic ethnicity,Hispanic or Latino,2020-11-25,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-11-25,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-11-25,High
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-11-25,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-11-25,High
By Education,Less than a high school diploma,2020-11-25,Extreme
By Education,High school diploma or GED,2020-11-25,High
By Education,Some college/Associate's degree,2020-11-25,High
By Education,Bachelor's degree or higher,2020-11-25,Mild
By State,Alabama,2020-11-25,High
By State,Alaska,2020-11-25,Moderate
By State,Arizona,2020-11-25,Moderate
By State,Arkansas,2020-11-25,Moderate
By State,California,2020-11-25,High
By State,Colorado,2020-11-25,Moderate
By State,Connecticut,2020-11-25,Moderate
By State,Delaware,2020-11-25,High
By State,District of Columbia,2020-11-25,Moderate
By State,Florida,2020-11-25,Moderate
By State,Georgia,2020-11-25,Moderate
By State,Hawaii,2020-11-25,High
By State,Idaho,2020-11-25,High
By State,Illinois,2020-11-25,High
By State,Indiana,2020-11-25,High
By State,Iowa,2020-11-25,Mild
By State,Kansas,2020-11-25,Moderate
By State,Kentucky,2020-11-25,High
By State,Louisiana,2020-11-25,Extreme
By State,Maine,2020-11-25,Moderate
By State,Maryland,2020-11-25,Moderate
By State,Massachusetts,2020-11-25,Mild
By State,Michigan,2020-11-25,Moderate
By State,Minnesota,2020-11-25,Moderate
By State,Mississippi,2020-11-25,Extreme
By State,Missouri,2020-11-25,Moderate
By State,Montana,2020-11-25,Moderate
By State,Nebraska,2020-11-25,Moderate
By State,Nevada,2020-11-25,Extreme
By State,New Hampshire,2020-11-25,Moderate
By State,New Jersey,2020-11-25,Moderate
By State,New Mexico,2020-11-25,High
By State,New York,2020-11-25,Mild
By State,North Carolina,2020-11-25,Moderate
By State,North Dakota,2020-11-25,Mild
By State,Ohio,2020-11-25,High
By State,Oklahoma,2020-11-25,High
By State,Oregon,2020-11-25,Extreme
By State,Pennsylvania,2020-11-25,Moderate
By State,Rhode Island,2020-11-25,Moderate
By State,South Carolina,2020-11-25,Mild
By State,South Dakota,2020-11-25,Mild
By State,Tennessee,2020-11-25,Moderate
By State,Texas,2020-11-25,High
By State,Utah,2020-11-25,High
By State,Vermont,2020-11-25,Moderate
By State,Virginia,2020-11-25,Moderate
By State,Washington,2020-11-25,Moderate
By State,West Virginia,2020-11-25,High
By State,Wisconsin,2020-11-25,Moderate
By State,Wyoming,2020-11-25,High
National Estimate,United States,2020-12-09,High
By Age,18 - 29 years,2020-12-09,Extreme
By Age,30 - 39 years,2020-12-09,High
By Age,40 - 49 years,2020-12-09,High
By Age,50 - 59 years,2020-12-09,Moderate
By Age,60 - 69 years,2020-12-09,Mild
By Age,70 - 79 years,2020-12-09,Mild
By Age,80 years and above,2020-12-09,Mild
By Sex,Male,2020-12-09,Moderate
By Sex,Female,2020-12-09,High
By Race/Hispanic ethnicity,Hispanic or Latino,2020-12-09,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-12-09,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-12-09,Extreme
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-12-09,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-12-09,Extreme
By Education,Less than a high school diploma,2020-12-09,Extreme
By Education,High school diploma or GED,2020-12-09,High
By Education,Some college/Associate's degree,2020-12-09,High
By Education,Bachelor's degree or higher,2020-12-09,Mild
By State,Alabama,2020-12-09,High
By State,Alaska,2020-12-09,High
By State,Arizona,2020-12-09,High
By State,Arkansas,2020-12-09,Moderate
By State,California,2020-12-09,High
By State,Colorado,2020-12-09,High
By State,Connecticut,2020-12-09,Moderate
By State,Delaware,2020-12-09,High
By State,District of Columbia,2020-12-09,Mild
By State,Florida,2020-12-09,Moderate
By State,Georgia,2020-12-09,High
By State,Hawaii,2020-12-09,Moderate
By State,Idaho,2020-12-09,High
By State,Illinois,2020-12-09,Moderate
By State,Indiana,2020-12-09,Moderate
By State,Iowa,2020-12-09,High
By State,Kansas,2020-12-09,High
By State,Kentucky,2020-12-09,High
By State,Louisiana,2020-12-09,Extreme
By State,Maine,2020-12-09,Mild
By State,Maryland,2020-12-09,Moderate
By State,Massachusetts,2020-12-09,Moderate
By State,Michigan,2020-12-09,High
By State,Minnesota,2020-12-09,Moderate
By State,Mississippi,2020-12-09,Extreme
By State,Missouri,2020-12-09,Moderate
By State,Montana,2020-12-09,Moderate
By State,Nebraska,2020-12-09,Moderate
By State,Nevada,2020-12-09,Extreme
By State,New Hampshire,2020-12-09,Mild
By State,New Jersey,2020-12-09,Moderate
By State,New Mexico,2020-12-09,Extreme
By State,New York,2020-12-09,High
By State,North Carolina,2020-12-09,Mild
By State,North Dakota,2020-12-09,Mild
By State,Ohio,2020-12-09,Extreme
By State,Oklahoma,2020-12-09,Extreme
By State,Oregon,2020-12-09,High
By State,Pennsylvania,2020-12-09,Moderate
By State,Rhode Island,2020-12-09,Mild
By State,South Carolina,2020-12-09,Moderate
By State,South Dakota,2020-12-09,Mild
By State,Tennessee,2020-12-09,High
By State,Texas,2020-12-09,High
By State,Utah,2020-12-09,Moderate
By State,Vermont,2020-12-09,Moderate
By State,Virginia,2020-12-09,Moderate
By State,Washington,2020-12-09,High
By State,West Virginia,2020-12-09,Extreme
By State,Wisconsin,2020-12-09,High
By State,Wyoming,2020-12-09,Mild
