Mental_indicator,Group_name,Subgroup,Time_Period,Percentage,Risk
Symptoms of Depressive Disorder,By State,Indiana,2020-07-16,32.0,High
Symptoms of Depressive Disorder,By State,Iowa,2020-07-16,25.3,Moderate
Symptoms of Depressive Disorder,By State,Kansas,2020-07-16,30.5,High
Symptoms of Depressive Disorder,By State,Kentucky,2020-07-16,30.6,High
Symptoms of Depressive Disorder,By State,Louisiana,2020-07-16,31.7,High
Symptoms of Depressive Disorder,By State,Maine,2020-07-16,25.3,Moderate
Symptoms of Depressive Disorder,By State,Maryland,2020-07-16,29.5,Moderate
Symptoms of Depressive Disorder,By State,Massachusetts,2020-07-16,23.7,Mild
Symptoms of Depressive Disorder,By State,Michigan,2020-07-16,28.6,Moderate
Symptoms of Depressive Disorder,By State,Minnesota,2020-07-16,24.2,Mild
Symptoms of Depressive Disorder,By State,Mississippi,2020-07-16,36.5,Extreme
Symptoms of Depressive Disorder,By State,Missouri,2020-07-16,24.8,Moderate
Symptoms of Depressive Disorder,By State,Montana,2020-07-16,28.4,Moderate
Symptoms of Depressive Disorder,By State,Nebraska,2020-07-16,25.2,Moderate
Symptoms of Depressive Disorder,By State,Nevada,2020-07-16,38.6,Extreme
Symptoms of Depressive Disorder,By State,New Hampshire,2020-07-16,28.8,Moderate
Symptoms of Depressive Disorder,By State,New Jersey,2020-07-16,26.8,Moderate
Symptoms of Depressive Disorder,By State,New Mexico,2020-07-16,37.6,Extreme
Symptoms of Depressive Disorder,By State,New York,2020-07-16,29.3,Moderate
Symptoms of Depressive Disorder,By State,North Carolina,2020-07-16,30.5,High
Symptoms of Depressive Disorder,By State,North Dakota,2020-07-16,26.8,Moderate
Symptoms of Depressive Disorder,By State,Ohio,2020-07-16,24.9,Moderate
Symptoms of Depressive Disorder,By State,Oklahoma,2020-07-16,33.5,High
Symptoms of Depressive Disorder,By State,Oregon,2020-07-16,36.4,Extreme
Symptoms of Depressive Disorder,By State,Pennsylvania,2020-07-16,20.5,Mild
Symptoms of Depressive Disorder,By State,Rhode Island,2020-07-16,25.9,Moderate
Symptoms of Depressive Disorder,By State,South Carolina,2020-07-16,32.3,High
Symptoms of Depressive Disorder,By State,South Dakota,2020-07-16,27.6,Moderate
Symptoms of Depressive Disorder,By State,Tennessee,2020-07-16,33.7,High
Symptoms of Depressive Disorder,By State,Texas,2020-07-16,32.4,High
Symptoms of Depressive Disorder,By State,Utah,2020-07-16,28.5,Moderate
Symptoms of Depressive Disorder,By State,Vermont,2020-07-16,21.4,Mild
Symptoms of Depressive Disorder,By State,Virginia,2020-07-16,27.0,Moderate
Symptoms of Depressive Disorder,By State,Washington,2020-07-16,32.2,High
Symptoms of Depressive Disorder,By State,West Virginia,2020-07-16,28.0,Moderate
Symptoms of Depressive Disorder,By State,Wisconsin,2020-07-16,23.9,Mild
Symptoms of Depressive Disorder,By State,Wyoming,2020-07-16,31.6,High
Symptoms of Anxiety Disorder,By State,Alabama,2020-07-16,39.9,Extreme
Symptoms of Anxiety Disorder,By State,Alaska,2020-07-16,33.8,High
Symptoms of Anxiety Disorder,By State,Arizona,2020-07-16,41.3,Extreme
Symptoms of Anxiety Disorder,By State,Arkansas,2020-07-16,36.8,Extreme
Symptoms of Anxiety Disorder,By State,California,2020-07-16,38.9,Extreme
Symptoms of Anxiety Disorder,By State,Colorado,2020-07-16,38.0,Extreme
Symptoms of Anxiety Disorder,By State,Connecticut,2020-07-16,30.4,High
Symptoms of Anxiety Disorder,By State,Delaware,2020-07-16,29.0,Moderate
Symptoms of Anxiety Disorder,By State,District of Columbia,2020-07-16,33.9,High
Symptoms of Anxiety Disorder,By State,Florida,2020-07-16,35.1,High
Symptoms of Anxiety Disorder,By State,Georgia,2020-07-16,35.5,Extreme
Symptoms of Anxiety Disorder,By State,Hawaii,2020-07-16,37.2,Extreme
Symptoms of Anxiety Disorder,By State,Idaho,2020-07-16,37.3,Extreme
Symptoms of Anxiety Disorder,By State,Illinois,2020-07-16,38.0,Extreme
Symptoms of Anxiety Disorder,By State,Indiana,2020-07-16,36.8,Extreme
Symptoms of Anxiety Disorder,By State,Iowa,2020-07-16,31.3,High
Symptoms of Anxiety Disorder,By State,Kansas,2020-07-16,34.8,High
Symptoms of Anxiety Disorder,By State,Kentucky,2020-07-16,35.9,Extreme
Symptoms of Anxiety Disorder,By State,Louisiana,2020-07-16,38.5,Extreme
Symptoms of Anxiety Disorder,By State,Maine,2020-07-16,35.7,Extreme
Symptoms of Anxiety Disorder,By State,Maryland,2020-07-16,33.2,High
Symptoms of Anxiety Disorder,By State,Massachusetts,2020-07-16,31.1,High
Symptoms of Anxiety Disorder,By State,Michigan,2020-07-16,36.3,Extreme
Symptoms of Anxiety Disorder,By State,Minnesota,2020-07-16,32.2,High
Symptoms of Anxiety Disorder,By State,Mississippi,2020-07-16,38.6,Extreme
Symptoms of Anxiety Disorder,By State,Missouri,2020-07-16,34.9,High
Symptoms of Anxiety Disorder,By State,Montana,2020-07-16,27.5,Moderate
Symptoms of Anxiety Disorder,By State,Nebraska,2020-07-16,30.0,High
Symptoms of Anxiety Disorder,By State,Nevada,2020-07-16,43.7,Extreme
Symptoms of Anxiety Disorder,By State,New Hampshire,2020-07-16,34.0,High
Symptoms of Anxiety Disorder,By State,New Jersey,2020-07-16,34.2,High
Symptoms of Anxiety Disorder,By State,New Mexico,2020-07-16,44.7,Extreme
Symptoms of Anxiety Disorder,By State,New York,2020-07-16,36.2,Extreme
Symptoms of Anxiety Disorder,By State,North Carolina,2020-07-16,33.1,High
Symptoms of Anxiety Disorder,By State,North Dakota,2020-07-16,30.3,High
Symptoms of Anxiety Disorder,By State,Ohio,2020-07-16,32.8,High
Symptoms of Anxiety Disorder,By State,Oklahoma,2020-07-16,39.6,Extreme
Symptoms of Anxiety Disorder,By State,Oregon,2020-07-16,45.4,Extreme
Symptoms of Anxiety Disorder,By State,Pennsylvania,2020-07-16,29.2,Moderate
Symptoms of Anxiety Disorder,By State,Rhode Island,2020-07-16,41.8,Extreme
Symptoms of Anxiety Disorder,By State,South Carolina,2020-07-16,35.7,Extreme
Symptoms of Anxiety Disorder,By State,South Dakota,2020-07-16,27.6,Moderate
Symptoms of Anxiety Disorder,By State,Tennessee,2020-07-16,40.1,Extreme
Symptoms of Anxiety Disorder,By State,Texas,2020-07-16,38.4,Extreme
Symptoms of Anxiety Disorder,By State,Utah,2020-07-16,34.6,High
Symptoms of Anxiety Disorder,By State,Vermont,2020-07-16,29.2,Moderate
Symptoms of Anxiety Disorder,By State,Virginia,2020-07-16,34.2,High
Symptoms of Anxiety Disorder,By State,Washington,2020-07-16,37.1,Extreme
Symptoms of Anxiety Disorder,By State,West Virginia,2020-07-16,31.1,High
Symptoms of Anxiety Disorder,By State,Wisconsin,2020-07-16,29.9,High
Symptoms of Anxiety Disorder,By State,Wyoming,2020-07-16,38.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2020-07-16,43.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2020-07-16,38.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2020-07-16,44.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2020-07-16,43.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2020-07-16,44.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2020-07-16,41.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2020-07-16,35.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2020-07-16,36.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2020-07-16,36.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2020-07-16,40.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2020-07-16,40.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2020-07-16,41.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2020-07-16,45.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2020-07-16,43.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2020-07-16,42.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2020-07-16,37.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2020-07-16,39.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2020-07-16,41.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2020-07-16,43.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2020-07-16,37.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2020-07-16,39.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2020-07-16,35.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2020-07-16,40.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2020-07-16,35.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2020-07-16,48.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2020-07-16,37.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2020-07-16,36.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2020-07-16,37.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2020-07-16,46.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2020-07-16,40.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2020-07-16,37.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2020-07-16,47.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2020-07-16,41.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2020-07-16,39.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2020-07-16,33.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2020-07-16,37.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2020-07-16,44.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2020-07-16,50.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2020-07-16,31.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2020-07-16,44.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2020-07-16,42.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2020-07-16,35.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2020-07-16,43.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2020-07-16,44.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2020-07-16,37.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2020-07-16,33.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2020-07-16,38.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2020-07-16,43.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2020-07-16,37.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2020-07-16,33.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2020-07-16,41.3,Extreme
Symptoms of Depressive Disorder,By State,Alabama,2020-08-19,27.7,Moderate
Symptoms of Depressive Disorder,By State,Alaska,2020-08-19,22.2,Mild
Symptoms of Depressive Disorder,By State,Arizona,2020-08-19,26.4,Moderate
Symptoms of Depressive Disorder,By State,Arkansas,2020-08-19,23.9,Mild
Symptoms of Depressive Disorder,By State,California,2020-08-19,25.9,Moderate
Symptoms of Depressive Disorder,By State,Colorado,2020-08-19,24.5,Mild
Symptoms of Depressive Disorder,By State,Connecticut,2020-08-19,23.8,Mild
Symptoms of Depressive Disorder,By State,Delaware,2020-08-19,20.1,Mild
Symptoms of Depressive Disorder,By State,District of Columbia,2020-08-19,23.8,Mild
Symptoms of Depressive Disorder,By State,Florida,2020-08-19,27.8,Moderate
Symptoms of Depressive Disorder,By State,Georgia,2020-08-19,26.8,Moderate
Symptoms of Depressive Disorder,By State,Hawaii,2020-08-19,22.8,Mild
Symptoms of Depressive Disorder,By State,Idaho,2020-08-19,22.8,Mild
Symptoms of Depressive Disorder,By State,Illinois,2020-08-19,23.5,Mild
Symptoms of Depressive Disorder,By State,Indiana,2020-08-19,25.4,Moderate
Symptoms of Depressive Disorder,By State,Iowa,2020-08-19,20.0,Mild
Symptoms of Depressive Disorder,By State,Kansas,2020-08-19,24.3,Mild
Symptoms of Depressive Disorder,By State,Kentucky,2020-08-19,27.9,Moderate
Symptoms of Depressive Disorder,By State,Louisiana,2020-08-19,26.9,Moderate
Symptoms of Depressive Disorder,By State,Maine,2020-08-19,23.8,Mild
Symptoms of Depressive Disorder,By State,Maryland,2020-08-19,21.3,Mild
Symptoms of Depressive Disorder,By State,Massachusetts,2020-08-19,22.3,Mild
Symptoms of Depressive Disorder,By State,Michigan,2020-08-19,24.1,Mild
Symptoms of Depressive Disorder,By State,Minnesota,2020-08-19,18.3,Mild
Symptoms of Depressive Disorder,By State,Mississippi,2020-08-19,23.6,Mild
Symptoms of Depressive Disorder,By State,Missouri,2020-08-19,23.7,Mild
Symptoms of Depressive Disorder,By State,Montana,2020-08-19,18.6,Mild
Symptoms of Depressive Disorder,By State,Nebraska,2020-08-19,20.9,Mild
Symptoms of Depressive Disorder,By State,Nevada,2020-08-19,26.9,Moderate
Symptoms of Depressive Disorder,By State,New Hampshire,2020-08-19,19.8,Mild
Symptoms of Depressive Disorder,By State,New Jersey,2020-08-19,24.7,Mild
Symptoms of Depressive Disorder,By State,New Mexico,2020-08-19,27.8,Moderate
Symptoms of Depressive Disorder,By State,New York,2020-08-19,22.5,Mild
Symptoms of Depressive Disorder,By State,North Carolina,2020-08-19,20.5,Mild
Symptoms of Depressive Disorder,By State,North Dakota,2020-08-19,17.8,Mild
Symptoms of Depressive Disorder,By State,Ohio,2020-08-19,24.9,Moderate
Symptoms of Depressive Disorder,By State,Oklahoma,2020-08-19,25.9,Moderate
Symptoms of Depressive Disorder,By State,Oregon,2020-08-19,26.1,Moderate
Symptoms of Depressive Disorder,By State,Pennsylvania,2020-08-19,23.8,Mild
Symptoms of Depressive Disorder,By State,Rhode Island,2020-08-19,19.2,Mild
Symptoms of Depressive Disorder,By State,South Carolina,2020-08-19,20.4,Mild
Symptoms of Depressive Disorder,By State,South Dakota,2020-08-19,15.2,Mild
Symptoms of Depressive Disorder,By State,Tennessee,2020-08-19,28.3,Moderate
Symptoms of Depressive Disorder,By State,Texas,2020-08-19,25.7,Moderate
Symptoms of Depressive Disorder,By State,Utah,2020-08-19,22.7,Mild
Symptoms of Depressive Disorder,By State,Vermont,2020-08-19,19.5,Mild
Symptoms of Depressive Disorder,By State,Virginia,2020-08-19,25.1,Moderate
Symptoms of Depressive Disorder,By State,Washington,2020-08-19,23.6,Mild
Symptoms of Depressive Disorder,By State,West Virginia,2020-08-19,25.2,Moderate
Symptoms of Depressive Disorder,By State,Wisconsin,2020-08-19,20.2,Mild
Symptoms of Depressive Disorder,By State,Wyoming,2020-08-19,21.9,Mild
Symptoms of Anxiety Disorder,By State,Alabama,2020-08-19,30.6,High
Symptoms of Anxiety Disorder,By State,Alaska,2020-08-19,30.5,High
Symptoms of Anxiety Disorder,By State,Arizona,2020-08-19,30.4,High
Symptoms of Anxiety Disorder,By State,Arkansas,2020-08-19,30.5,High
Symptoms of Anxiety Disorder,By State,California,2020-08-19,32.4,High
Symptoms of Anxiety Disorder,By State,Colorado,2020-08-19,32.6,High
Symptoms of Anxiety Disorder,By State,Connecticut,2020-08-19,33.9,High
Symptoms of Anxiety Disorder,By State,Delaware,2020-08-19,24.6,Mild
Symptoms of Anxiety Disorder,By State,District of Columbia,2020-08-19,30.6,High
Symptoms of Anxiety Disorder,By State,Florida,2020-08-19,33.7,High
Symptoms of Anxiety Disorder,By State,Georgia,2020-08-19,31.3,High
Symptoms of Anxiety Disorder,By State,Hawaii,2020-08-19,35.4,Extreme
Symptoms of Anxiety Disorder,By State,Idaho,2020-08-19,28.7,Moderate
Symptoms of Anxiety Disorder,By State,Illinois,2020-08-19,33.7,High
Symptoms of Anxiety Disorder,By State,Indiana,2020-08-19,32.0,High
Symptoms of Anxiety Disorder,By State,Iowa,2020-08-19,28.0,Moderate
Symptoms of Anxiety Disorder,By State,Kansas,2020-08-19,32.0,High
Symptoms of Anxiety Disorder,By State,Kentucky,2020-08-19,34.6,High
Symptoms of Anxiety Disorder,By State,Louisiana,2020-08-19,37.1,Extreme
Symptoms of Anxiety Disorder,By State,Maine,2020-08-19,34.9,High
Symptoms of Anxiety Disorder,By State,Maryland,2020-08-19,30.9,High
Symptoms of Anxiety Disorder,By State,Massachusetts,2020-08-19,31.5,High
Symptoms of Anxiety Disorder,By State,Michigan,2020-08-19,30.6,High
Symptoms of Anxiety Disorder,By State,Minnesota,2020-08-19,28.6,Moderate
Symptoms of Anxiety Disorder,By State,Mississippi,2020-08-19,27.7,Moderate
Symptoms of Anxiety Disorder,By State,Missouri,2020-08-19,27.8,Moderate
Symptoms of Anxiety Disorder,By State,Montana,2020-08-19,27.9,Moderate
Symptoms of Anxiety Disorder,By State,Nebraska,2020-08-19,28.0,Moderate
Symptoms of Anxiety Disorder,By State,Nevada,2020-08-19,35.2,Extreme
Symptoms of Anxiety Disorder,By State,New Hampshire,2020-08-19,28.4,Moderate
Symptoms of Anxiety Disorder,By State,New Jersey,2020-08-19,33.3,High
Symptoms of Anxiety Disorder,By State,New Mexico,2020-08-19,35.2,Extreme
Symptoms of Anxiety Disorder,By State,New York,2020-08-19,29.9,High
Symptoms of Anxiety Disorder,By State,North Carolina,2020-08-19,28.4,Moderate
Symptoms of Anxiety Disorder,By State,North Dakota,2020-08-19,26.4,Moderate
Symptoms of Anxiety Disorder,By State,Ohio,2020-08-19,31.7,High
Symptoms of Anxiety Disorder,By State,Oklahoma,2020-08-19,34.0,High
Symptoms of Anxiety Disorder,By State,Oregon,2020-08-19,34.8,High
Symptoms of Anxiety Disorder,By State,Pennsylvania,2020-08-19,31.0,High
Symptoms of Anxiety Disorder,By State,Rhode Island,2020-08-19,29.9,High
Symptoms of Anxiety Disorder,By State,South Carolina,2020-08-19,24.5,Mild
Symptoms of Anxiety Disorder,By State,South Dakota,2020-08-19,20.9,Mild
Symptoms of Anxiety Disorder,By State,Tennessee,2020-08-19,34.8,High
Symptoms of Anxiety Disorder,By State,Texas,2020-08-19,31.1,High
Symptoms of Anxiety Disorder,By State,Utah,2020-08-19,30.4,High
Symptoms of Anxiety Disorder,By State,Vermont,2020-08-19,28.0,Moderate
Symptoms of Anxiety Disorder,By State,Virginia,2020-08-19,30.5,High
Symptoms of Anxiety Disorder,By State,Washington,2020-08-19,32.7,High
Symptoms of Anxiety Disorder,By State,West Virginia,2020-08-19,29.0,Moderate
Symptoms of Anxiety Disorder,By State,Wisconsin,2020-08-19,25.2,Moderate
Symptoms of Anxiety Disorder,By State,Wyoming,2020-08-19,32.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2020-08-19,37.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2020-08-19,34.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2020-08-19,35.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2020-08-19,35.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2020-08-19,38.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2020-08-19,37.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2020-08-19,38.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2020-08-19,30.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2020-08-19,35.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2020-08-19,39.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2020-08-19,38.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2020-08-19,40.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2020-08-19,32.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2020-08-19,38.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2020-08-19,38.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2020-08-19,33.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2020-08-19,35.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2020-08-19,38.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2020-08-19,39.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2020-08-19,39.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2020-08-19,34.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2020-08-19,35.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2020-08-19,36.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2020-08-19,31.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2020-08-19,33.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2020-08-19,33.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2020-08-19,30.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2020-08-19,32.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2020-08-19,40.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2020-08-19,31.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2020-08-19,37.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2020-08-19,38.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2020-08-19,34.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2020-08-19,32.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2020-08-19,29.6,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2020-08-19,37.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2020-08-19,38.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2020-08-19,38.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2020-08-19,35.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2020-08-19,34.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2020-08-19,30.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2020-08-19,24.2,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2020-08-19,38.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2020-08-19,37.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2020-08-19,34.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2020-08-19,32.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2020-08-19,35.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2020-08-19,37.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2020-08-19,34.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2020-08-19,29.1,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2020-08-19,35.6,Extreme
Symptoms of Depressive Disorder,By State,Alabama,2020-09-02,25.2,Moderate
Symptoms of Depressive Disorder,By State,Alaska,2020-09-02,23.6,Mild
Symptoms of Depressive Disorder,By State,Arizona,2020-09-02,26.5,Moderate
Symptoms of Depressive Disorder,By State,Arkansas,2020-09-02,29.8,High
Symptoms of Depressive Disorder,By State,California,2020-09-02,27.6,Moderate
Symptoms of Depressive Disorder,By State,Colorado,2020-09-02,22.7,Mild
Symptoms of Depressive Disorder,By State,Connecticut,2020-09-02,21.2,Mild
Symptoms of Depressive Disorder,By State,Delaware,2020-09-02,23.3,Mild
Symptoms of Depressive Disorder,By State,District of Columbia,2020-09-02,20.9,Mild
Symptoms of Depressive Disorder,By State,Florida,2020-09-02,25.3,Moderate
Symptoms of Depressive Disorder,By State,Georgia,2020-09-02,23.2,Mild
Symptoms of Depressive Disorder,By State,Hawaii,2020-09-02,29.4,Moderate
Symptoms of Depressive Disorder,By State,Idaho,2020-09-02,21.8,Mild
Symptoms of Depressive Disorder,By State,Illinois,2020-09-02,24.2,Mild
Symptoms of Depressive Disorder,By State,Indiana,2020-09-02,20.7,Mild
Symptoms of Depressive Disorder,By State,Iowa,2020-09-02,22.8,Mild
Symptoms of Depressive Disorder,By State,Kansas,2020-09-02,19.3,Mild
Symptoms of Depressive Disorder,By State,Kentucky,2020-09-02,30.1,High
Symptoms of Depressive Disorder,By State,Louisiana,2020-09-02,30.3,High
Symptoms of Depressive Disorder,By State,Maine,2020-09-02,20.4,Mild
Symptoms of Depressive Disorder,By State,Maryland,2020-09-02,23.3,Mild
Symptoms of Depressive Disorder,By State,Massachusetts,2020-09-02,20.5,Mild
Symptoms of Depressive Disorder,By State,Michigan,2020-09-02,23.4,Mild
Symptoms of Depressive Disorder,By State,Minnesota,2020-09-02,18.6,Mild
Symptoms of Depressive Disorder,By State,Mississippi,2020-09-02,28.4,Moderate
Symptoms of Depressive Disorder,By State,Missouri,2020-09-02,21.8,Mild
Symptoms of Depressive Disorder,By State,Montana,2020-09-02,22.2,Mild
Symptoms of Depressive Disorder,By State,Nebraska,2020-09-02,21.7,Mild
Symptoms of Depressive Disorder,By State,Nevada,2020-09-02,27.1,Moderate
Symptoms of Depressive Disorder,By State,New Hampshire,2020-09-02,22.1,Mild
Symptoms of Depressive Disorder,By State,New Jersey,2020-09-02,21.9,Mild
Symptoms of Depressive Disorder,By State,New Mexico,2020-09-02,27.5,Moderate
Symptoms of Depressive Disorder,By State,New York,2020-09-02,25.1,Moderate
Symptoms of Depressive Disorder,By State,North Carolina,2020-09-02,20.9,Mild
Symptoms of Depressive Disorder,By State,North Dakota,2020-09-02,17.4,Mild
Symptoms of Depressive Disorder,By State,Ohio,2020-09-02,25.4,Moderate
Symptoms of Depressive Disorder,By State,Oklahoma,2020-09-02,26.5,Moderate
Symptoms of Depressive Disorder,By State,Oregon,2020-09-02,26.7,Moderate
Symptoms of Depressive Disorder,By State,Pennsylvania,2020-09-02,22.9,Mild
Symptoms of Depressive Disorder,By State,Rhode Island,2020-09-02,25.3,Moderate
Symptoms of Depressive Disorder,By State,South Carolina,2020-09-02,22.9,Mild
Symptoms of Depressive Disorder,By State,South Dakota,2020-09-02,20.2,Mild
