Group,Subgroup,Time_Period,Value,Risk
By State,New Hampshire,2020-09-30,27.3,Mild
By State,New Jersey,2020-09-30,34.7,Moderate
By State,New Mexico,2020-09-30,33.9,Moderate
By State,New York,2020-09-30,30.7,Moderate
By State,North Carolina,2020-09-30,29.7,Mild
By State,North Dakota,2020-09-30,24.7,Mild
By State,Ohio,2020-09-30,33.6,Moderate
By State,Oklahoma,2020-09-30,33.9,Moderate
By State,Oregon,2020-09-30,35.1,High
By State,Pennsylvania,2020-09-30,32.6,Moderate
By State,Rhode Island,2020-09-30,29.5,Mild
By State,South Carolina,2020-09-30,28.3,Mild
By State,South Dakota,2020-09-30,26.9,Mild
By State,Tennessee,2020-09-30,30.7,Moderate
By State,Texas,2020-09-30,33.2,Moderate
By State,Utah,2020-09-30,31.1,Moderate
By State,Vermont,2020-09-30,36.9,High
By State,Virginia,2020-09-30,28.7,Mild
By State,Washington,2020-09-30,34.5,Moderate
By State,West Virginia,2020-09-30,37.1,High
By State,Wisconsin,2020-09-30,30.7,Moderate
By State,Wyoming,2020-09-30,27.0,Mild
By Age,18 - 29 years,2020-10-14,44.0,Extreme
By Age,30 - 39 years,2020-10-14,40.4,Extreme
By Age,40 - 49 years,2020-10-14,35.1,High
By Age,50 - 59 years,2020-10-14,30.4,Moderate
By Age,60 - 69 years,2020-10-14,26.5,Mild
By Age,70 - 79 years,2020-10-14,18.2,Mild
By Age,80 years and above,2020-10-14,17.2,Mild
By Sex,Male,2020-10-14,27.6,Mild
By Sex,Female,2020-10-14,37.6,High
By Race/Hispanic ethnicity,Hispanic or Latino,2020-10-14,36.0,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-10-14,31.8,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-10-14,32.9,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-10-14,29.2,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-10-14,41.7,Extreme
By Education,Less than a high school diploma,2020-10-14,37.0,High
By Education,High school diploma or GED,2020-10-14,31.0,Moderate
By Education,Some college/Associate's degree,2020-10-14,36.4,High
By Education,Bachelor's degree or higher,2020-10-14,30.3,Moderate
By State,Alabama,2020-10-14,29.9,Mild
By State,Alaska,2020-10-14,33.0,Moderate
By State,Arizona,2020-10-14,35.1,High
By State,Arkansas,2020-10-14,32.0,Moderate
By State,California,2020-10-14,35.3,High
By State,Colorado,2020-10-14,34.1,Moderate
By State,Connecticut,2020-10-14,32.5,Moderate
By State,Delaware,2020-10-14,31.7,Moderate
By State,District of Columbia,2020-10-14,35.1,High
By State,Florida,2020-10-14,30.3,Moderate
By State,Georgia,2020-10-14,33.2,Moderate
By State,Hawaii,2020-10-14,32.2,Moderate
By State,Idaho,2020-10-14,31.2,Moderate
By State,Illinois,2020-10-14,30.5,Moderate
By State,Indiana,2020-10-14,35.3,High
By State,Iowa,2020-10-14,29.9,Mild
By State,Kansas,2020-10-14,34.8,Moderate
By State,Kentucky,2020-10-14,35.3,High
By State,Louisiana,2020-10-14,33.6,Moderate
By State,Maine,2020-10-14,32.5,Moderate
By State,Maryland,2020-10-14,33.0,Moderate
By State,Massachusetts,2020-10-14,33.8,Moderate
By State,Michigan,2020-10-14,31.3,Moderate
By State,Minnesota,2020-10-14,25.9,Mild
By State,Mississippi,2020-10-14,35.9,High
By State,Missouri,2020-10-14,35.2,High
By State,Montana,2020-10-14,29.4,Mild
By State,Nebraska,2020-10-14,28.6,Mild
By State,Nevada,2020-10-14,37.1,High
By State,New Hampshire,2020-10-14,26.5,Mild
By State,New Jersey,2020-10-14,31.0,Moderate
By State,New Mexico,2020-10-14,39.5,High
By State,New York,2020-10-14,34.3,Moderate
By State,North Carolina,2020-10-14,27.0,Mild
By State,North Dakota,2020-10-14,28.0,Mild
By State,Ohio,2020-10-14,31.7,Moderate
By State,Oklahoma,2020-10-14,34.8,Moderate
By State,Oregon,2020-10-14,36.6,High
By State,Pennsylvania,2020-10-14,31.6,Moderate
By State,Rhode Island,2020-10-14,35.6,High
By State,South Carolina,2020-10-14,32.8,Moderate
By State,South Dakota,2020-10-14,24.2,Mild
By State,Tennessee,2020-10-14,32.0,Moderate
By State,Texas,2020-10-14,34.7,Moderate
By State,Utah,2020-10-14,29.1,Mild
By State,Vermont,2020-10-14,33.3,Moderate
By State,Virginia,2020-10-14,30.0,Mild
By State,Washington,2020-10-14,35.9,High
By State,West Virginia,2020-10-14,31.9,Moderate
By State,Wisconsin,2020-10-14,32.1,Moderate
By State,Wyoming,2020-10-14,28.3,Mild
By Age,18 - 29 years,2020-10-28,51.7,Extreme
By Age,30 - 39 years,2020-10-28,43.1,Extreme
By Age,40 - 49 years,2020-10-28,38.9,High
By Age,50 - 59 years,2020-10-28,34.1,Moderate
By Age,60 - 69 years,2020-10-28,28.7,Mild
By Age,70 - 79 years,2020-10-28,21.3,Mild
By Age,80 years and above,2020-10-28,15.4,Mild
By Sex,Male,2020-10-28,30.3,Moderate
By Sex,Female,2020-10-28,41.8,Extreme
By Race/Hispanic ethnicity,Hispanic or Latino,2020-10-28,41.8,Extreme
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-10-28,35.0,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-10-28,38.3,High
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-10-28,27.7,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-10-28,42.5,Extreme
By Education,Less than a high school diploma,2020-10-28,36.2,High
By Education,High school diploma or GED,2020-10-28,35.3,High
By Education,Some college/Associate's degree,2020-10-28,39.3,High
By Education,Bachelor's degree or higher,2020-10-28,34.5,Moderate
By State,Alabama,2020-10-28,35.3,High
By State,Alaska,2020-10-28,32.7,Moderate
By State,Arizona,2020-10-28,35.5,High
By State,Arkansas,2020-10-28,38.8,High
By State,California,2020-10-28,38.2,High
By State,Colorado,2020-10-28,40.5,Extreme
By State,Connecticut,2020-10-28,38.2,High
By State,Delaware,2020-10-28,37.7,High
By State,District of Columbia,2020-10-28,45.6,Extreme
By State,Florida,2020-10-28,38.3,High
By State,Georgia,2020-10-28,39.0,High
By State,Hawaii,2020-10-28,37.0,High
By State,Idaho,2020-10-28,35.3,High
By State,Illinois,2020-10-28,36.2,High
By State,Indiana,2020-10-28,35.0,Moderate
By State,Iowa,2020-10-28,41.0,Extreme
By State,Kansas,2020-10-28,40.4,Extreme
By State,Kentucky,2020-10-28,37.6,High
By State,Louisiana,2020-10-28,37.6,High
By State,Maine,2020-10-28,40.5,Extreme
By State,Maryland,2020-10-28,35.7,High
By State,Massachusetts,2020-10-28,37.6,High
By State,Michigan,2020-10-28,31.1,Moderate
By State,Minnesota,2020-10-28,33.6,Moderate
By State,Mississippi,2020-10-28,37.8,High
By State,Missouri,2020-10-28,35.5,High
By State,Montana,2020-10-28,36.6,High
By State,Nebraska,2020-10-28,33.0,Moderate
By State,Nevada,2020-10-28,39.9,High
By State,New Hampshire,2020-10-28,36.0,High
By State,New Jersey,2020-10-28,33.5,Moderate
By State,New Mexico,2020-10-28,40.1,Extreme
By State,New York,2020-10-28,33.0,Moderate
By State,North Carolina,2020-10-28,36.0,High
By State,North Dakota,2020-10-28,22.3,Mild
By State,Ohio,2020-10-28,37.1,High
By State,Oklahoma,2020-10-28,40.0,High
By State,Oregon,2020-10-28,38.4,High
By State,Pennsylvania,2020-10-28,36.1,High
By State,Rhode Island,2020-10-28,38.6,High
By State,South Carolina,2020-10-28,37.3,High
By State,South Dakota,2020-10-28,28.6,Mild
By State,Tennessee,2020-10-28,32.5,Moderate
By State,Texas,2020-10-28,37.2,High
By State,Utah,2020-10-28,33.0,Moderate
By State,Vermont,2020-10-28,37.3,High
By State,Virginia,2020-10-28,30.5,Moderate
By State,Washington,2020-10-28,34.7,Moderate
By State,West Virginia,2020-10-28,35.7,High
By State,Wisconsin,2020-10-28,36.0,High
By State,Wyoming,2020-10-28,30.0,Mild
By Age,18 - 29 years,2020-11-11,48.7,Extreme
By Age,30 - 39 years,2020-11-11,43.3,Extreme
By Age,40 - 49 years,2020-11-11,41.0,Extreme
By Age,50 - 59 years,2020-11-11,35.3,High
By Age,60 - 69 years,2020-11-11,30.2,Moderate
By Age,70 - 79 years,2020-11-11,24.2,Mild
By Age,80 years and above,2020-11-11,17.9,Mild
By Sex,Male,2020-11-11,31.1,Moderate
By Sex,Female,2020-11-11,42.9,Extreme
By Race/Hispanic ethnicity,Hispanic or Latino,2020-11-11,42.2,Extreme
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-11-11,36.2,High
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-11-11,37.2,High
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-11-11,26.8,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-11-11,47.1,Extreme
By Education,Less than a high school diploma,2020-11-11,43.1,Extreme
By Education,High school diploma or GED,2020-11-11,36.7,High
By Education,Some college/Associate's degree,2020-11-11,40.2,Extreme
By Education,Bachelor's degree or higher,2020-11-11,33.8,Moderate
By State,Alabama,2020-11-11,40.1,Extreme
By State,Alaska,2020-11-11,40.3,Extreme
By State,Arizona,2020-11-11,39.2,High
By State,Arkansas,2020-11-11,39.0,High
By State,California,2020-11-11,39.0,High
By State,Colorado,2020-11-11,42.2,Extreme
By State,Connecticut,2020-11-11,33.5,Moderate
By State,Delaware,2020-11-11,31.9,Moderate
By State,District of Columbia,2020-11-11,35.3,High
By State,Florida,2020-11-11,33.9,Moderate
By State,Georgia,2020-11-11,34.8,Moderate
By State,Hawaii,2020-11-11,28.4,Mild
By State,Idaho,2020-11-11,32.9,Moderate
By State,Illinois,2020-11-11,37.4,High
By State,Indiana,2020-11-11,34.1,Moderate
By State,Iowa,2020-11-11,32.9,Moderate
By State,Kansas,2020-11-11,34.9,Moderate
By State,Kentucky,2020-11-11,32.4,Moderate
By State,Louisiana,2020-11-11,38.4,High
By State,Maine,2020-11-11,35.0,Moderate
By State,Maryland,2020-11-11,36.1,High
By State,Massachusetts,2020-11-11,37.5,High
By State,Michigan,2020-11-11,35.2,High
By State,Minnesota,2020-11-11,37.5,High
By State,Mississippi,2020-11-11,37.7,High
By State,Missouri,2020-11-11,33.3,Moderate
By State,Montana,2020-11-11,39.9,High
By State,Nebraska,2020-11-11,34.9,Moderate
By State,Nevada,2020-11-11,43.2,Extreme
By State,New Hampshire,2020-11-11,33.8,Moderate
By State,New Jersey,2020-11-11,36.2,High
By State,New Mexico,2020-11-11,42.6,Extreme
By State,New York,2020-11-11,36.6,High
By State,North Carolina,2020-11-11,38.3,High
By State,North Dakota,2020-11-11,32.6,Moderate
By State,Ohio,2020-11-11,38.1,High
By State,Oklahoma,2020-11-11,42.0,Extreme
By State,Oregon,2020-11-11,40.8,Extreme
By State,Pennsylvania,2020-11-11,34.9,Moderate
By State,Rhode Island,2020-11-11,37.8,High
By State,South Carolina,2020-11-11,36.4,High
By State,South Dakota,2020-11-11,34.7,Moderate
By State,Tennessee,2020-11-11,38.2,High
By State,Texas,2020-11-11,42.3,Extreme
By State,Utah,2020-11-11,38.0,High
By State,Vermont,2020-11-11,36.2,High
By State,Virginia,2020-11-11,34.3,Moderate
By State,Washington,2020-11-11,36.3,High
By State,West Virginia,2020-11-11,36.6,High
By State,Wisconsin,2020-11-11,31.4,Moderate
By State,Wyoming,2020-11-11,35.8,High
By Age,18 - 29 years,2020-11-25,49.0,Extreme
By Age,30 - 39 years,2020-11-25,42.6,Extreme
By Age,40 - 49 years,2020-11-25,40.7,Extreme
By Age,50 - 59 years,2020-11-25,35.1,High
By Age,60 - 69 years,2020-11-25,27.3,Mild
By Age,70 - 79 years,2020-11-25,21.2,Mild
By Age,80 years and above,2020-11-25,16.1,Mild
By Sex,Male,2020-11-25,31.4,Moderate
By Sex,Female,2020-11-25,40.5,Extreme
By Race/Hispanic ethnicity,Hispanic or Latino,2020-11-25,41.8,Extreme
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-11-25,34.6,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-11-25,36.9,High
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-11-25,29.7,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-11-25,44.9,Extreme
By Education,Less than a high school diploma,2020-11-25,46.9,Extreme
By Education,High school diploma or GED,2020-11-25,35.2,High
By Education,Some college/Associate's degree,2020-11-25,40.0,High
By Education,Bachelor's degree or higher,2020-11-25,31.4,Moderate
By State,Alabama,2020-11-25,32.5,Moderate
By State,Alaska,2020-11-25,36.8,High
By State,Arizona,2020-11-25,33.6,Moderate
By State,Arkansas,2020-11-25,37.2,High
By State,California,2020-11-25,36.8,High
By State,Colorado,2020-11-25,37.8,High
By State,Connecticut,2020-11-25,36.6,High
By State,Delaware,2020-11-25,33.5,Moderate
By State,District of Columbia,2020-11-25,35.8,High
By State,Florida,2020-11-25,36.3,High
By State,Georgia,2020-11-25,36.0,High
By State,Hawaii,2020-11-25,35.1,High
By State,Idaho,2020-11-25,34.0,Moderate
By State,Illinois,2020-11-25,37.6,High
By State,Indiana,2020-11-25,37.7,High
By State,Iowa,2020-11-25,31.0,Moderate
By State,Kansas,2020-11-25,31.9,Moderate
By State,Kentucky,2020-11-25,40.2,Extreme
By State,Louisiana,2020-11-25,43.1,Extreme
By State,Maine,2020-11-25,32.4,Moderate
By State,Maryland,2020-11-25,34.2,Moderate
By State,Massachusetts,2020-11-25,34.5,Moderate
By State,Michigan,2020-11-25,34.7,Moderate
By State,Minnesota,2020-11-25,34.5,Moderate
By State,Mississippi,2020-11-25,37.1,High
By State,Missouri,2020-11-25,35.2,High
By State,Montana,2020-11-25,35.9,High
By State,Nebraska,2020-11-25,35.0,Moderate
By State,Nevada,2020-11-25,42.4,Extreme
By State,New Hampshire,2020-11-25,37.3,High
By State,New Jersey,2020-11-25,36.7,High
By State,New Mexico,2020-11-25,42.6,Extreme
By State,New York,2020-11-25,35.3,High
By State,North Carolina,2020-11-25,32.9,Moderate
By State,North Dakota,2020-11-25,28.9,Mild
By State,Ohio,2020-11-25,35.4,High
By State,Oklahoma,2020-11-25,38.7,High
By State,Oregon,2020-11-25,38.6,High
By State,Pennsylvania,2020-11-25,38.1,High
By State,Rhode Island,2020-11-25,37.4,High
By State,South Carolina,2020-11-25,30.4,Moderate
By State,South Dakota,2020-11-25,27.5,Mild
By State,Tennessee,2020-11-25,34.2,Moderate
By State,Texas,2020-11-25,38.8,High
By State,Utah,2020-11-25,37.3,High
By State,Vermont,2020-11-25,37.8,High
By State,Virginia,2020-11-25,33.5,Moderate
By State,Washington,2020-11-25,37.5,High
By State,West Virginia,2020-11-25,40.6,Extreme
By State,Wisconsin,2020-11-25,30.1,Moderate
By State,Wyoming,2020-11-25,38.7,High
By Age,18 - 29 years,2020-12-09,48.1,Extreme
By Age,30 - 39 years,2020-12-09,44.3,Extreme
By Age,40 - 49 years,2020-12-09,40.0,High
By Age,50 - 59 years,2020-12-09,36.2,High
By Age,60 - 69 years,2020-12-09,28.6,Mild
By Age,70 - 79 years,2020-12-09,21.5,Mild
By Age,80 years and above,2020-12-09,22.5,Mild
By Sex,Male,2020-12-09,32.2,Moderate
By Sex,Female,2020-12-09,41.1,Extreme
By Race/Hispanic ethnicity,Hispanic or Latino,2020-12-09,39.8,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-12-09,35.8,High
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-12-09,41.1,Extreme
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-12-09,26.5,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-12-09,44.4,Extreme
By Education,Less than a high school diploma,2020-12-09,42.7,Extreme
By Education,High school diploma or GED,2020-12-09,38.1,High
By Education,Some college/Associate's degree,2020-12-09,40.1,Extreme
By Education,Bachelor's degree or higher,2020-12-09,31.5,Moderate
By State,Alabama,2020-12-09,39.1,High
By State,Alaska,2020-12-09,37.7,High
By State,Arizona,2020-12-09,34.7,Moderate
By State,Arkansas,2020-12-09,38.5,High
By State,California,2020-12-09,38.9,High
By State,Colorado,2020-12-09,39.4,High
By State,Connecticut,2020-12-09,35.6,High
By State,Delaware,2020-12-09,35.3,High
By State,District of Columbia,2020-12-09,34.4,Moderate
By State,Florida,2020-12-09,37.7,High
By State,Georgia,2020-12-09,40.3,Extreme
By State,Hawaii,2020-12-09,29.8,Mild
By State,Idaho,2020-12-09,37.9,High
By State,Illinois,2020-12-09,35.7,High
By State,Indiana,2020-12-09,34.2,Moderate
By State,Iowa,2020-12-09,34.5,Moderate
By State,Kansas,2020-12-09,35.9,High
By State,Kentucky,2020-12-09,37.9,High
By State,Louisiana,2020-12-09,45.5,Extreme
By State,Maine,2020-12-09,33.8,Moderate
By State,Maryland,2020-12-09,34.7,Moderate
By State,Massachusetts,2020-12-09,37.5,High
By State,Michigan,2020-12-09,40.7,Extreme
By State,Minnesota,2020-12-09,31.7,Moderate
By State,Mississippi,2020-12-09,35.3,High
By State,Missouri,2020-12-09,35.7,High
By State,Montana,2020-12-09,36.6,High
By State,Nebraska,2020-12-09,27.9,Mild
By State,Nevada,2020-12-09,39.5,High
By State,New Hampshire,2020-12-09,32.2,Moderate
By State,New Jersey,2020-12-09,34.8,Moderate
By State,New Mexico,2020-12-09,42.4,Extreme
By State,New York,2020-12-09,33.3,Moderate
By State,North Carolina,2020-12-09,32.1,Moderate
By State,North Dakota,2020-12-09,27.4,Mild
By State,Ohio,2020-12-09,38.1,High
By State,Oklahoma,2020-12-09,44.2,Extreme
By State,Oregon,2020-12-09,41.6,Extreme
By State,Pennsylvania,2020-12-09,34.1,Moderate
By State,Rhode Island,2020-12-09,32.9,Moderate
By State,South Carolina,2020-12-09,37.2,High
By State,South Dakota,2020-12-09,28.3,Mild
By State,Tennessee,2020-12-09,36.2,High
By State,Texas,2020-12-09,38.0,High
By State,Utah,2020-12-09,34.6,Moderate
By State,Vermont,2020-12-09,38.0,High
By State,Virginia,2020-12-09,35.9,High
By State,Washington,2020-12-09,36.8,High
By State,West Virginia,2020-12-09,39.5,High
By State,Wisconsin,2020-12-09,35.4,High
By State,Wyoming,2020-12-09,33.6,Moderate
By Age,18 - 29 years,2021-01-06,46.3,Extreme
By Age,30 - 39 years,2021-01-06,40.0,High
By Age,40 - 49 years,2021-01-06,40.0,High
By Age,50 - 59 years,2021-01-06,36.0,High
By Age,60 - 69 years,2021-01-06,29.6,Mild
By Age,70 - 79 years,2021-01-06,22.3,Mild
By Age,80 years and above,2021-01-06,20.3,Mild
By Sex,Male,2021-01-06,30.7,Moderate
By Sex,Female,2021-01-06,40.5,Extreme
By Race/Hispanic ethnicity,Hispanic or Latino,2021-01-06,37.6,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-01-06,35.8,High
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-01-06,34.8,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-01-06,28.1,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-01-06,41.2,Extreme
By Education,Less than a high school diploma,2021-01-06,42.9,Extreme
By Education,High school diploma or GED,2021-01-06,34.7,Moderate
By Education,Some college/Associate's degree,2021-01-06,38.8,High
By Education,Bachelor's degree or higher,2021-01-06,32.3,Moderate
By State,Alabama,2021-01-06,36.8,High
By State,Alaska,2021-01-06,36.2,High
By State,Arizona,2021-01-06,33.5,Moderate
By State,Arkansas,2021-01-06,37.6,High
By State,California,2021-01-06,39.9,High
By State,Colorado,2021-01-06,36.6,High
By State,Connecticut,2021-01-06,35.3,High
By State,Delaware,2021-01-06,34.7,Moderate
By State,District of Columbia,2021-01-06,34.4,Moderate
By State,Florida,2021-01-06,33.7,Moderate
By State,Georgia,2021-01-06,37.3,High
By State,Hawaii,2021-01-06,34.4,Moderate
By State,Idaho,2021-01-06,34.0,Moderate
By State,Illinois,2021-01-06,35.6,High
By State,Indiana,2021-01-06,32.8,Moderate
By State,Iowa,2021-01-06,31.1,Moderate
By State,Kansas,2021-01-06,33.9,Moderate
By State,Kentucky,2021-01-06,35.8,High
By State,Louisiana,2021-01-06,38.4,High
By State,Maine,2021-01-06,34.8,Moderate
By State,Maryland,2021-01-06,32.9,Moderate
By State,Massachusetts,2021-01-06,34.9,Moderate
By State,Michigan,2021-01-06,38.6,High
By State,Minnesota,2021-01-06,30.8,Moderate
By State,Mississippi,2021-01-06,49.2,Extreme
By State,Missouri,2021-01-06,36.4,High
By State,Montana,2021-01-06,32.3,Moderate
By State,Nebraska,2021-01-06,31.7,Moderate
By State,Nevada,2021-01-06,34.9,Moderate
By State,New Hampshire,2021-01-06,33.7,Moderate
By State,New Jersey,2021-01-06,34.2,Moderate
By State,New Mexico,2021-01-06,33.6,Moderate
By State,New York,2021-01-06,33.8,Moderate
By State,North Carolina,2021-01-06,38.8,High
By State,North Dakota,2021-01-06,30.9,Moderate
By State,Ohio,2021-01-06,34.4,Moderate
By State,Oklahoma,2021-01-06,37.8,High
By State,Oregon,2021-01-06,39.2,High
By State,Pennsylvania,2021-01-06,34.6,Moderate
By State,Rhode Island,2021-01-06,39.4,High
By State,South Carolina,2021-01-06,35.9,High
By State,South Dakota,2021-01-06,29.2,Mild
By State,Tennessee,2021-01-06,34.4,Moderate
By State,Texas,2021-01-06,33.9,Moderate
By State,Utah,2021-01-06,38.5,High
By State,Vermont,2021-01-06,30.6,Moderate
By State,Virginia,2021-01-06,37.1,High
By State,Washington,2021-01-06,37.9,High
By State,West Virginia,2021-01-06,41.6,Extreme
By State,Wisconsin,2021-01-06,31.4,Moderate
By State,Wyoming,2021-01-06,35.1,High
By Age,18 - 29 years,2021-01-20,48.5,Extreme
By Age,30 - 39 years,2021-01-20,42.2,Extreme
By Age,40 - 49 years,2021-01-20,36.5,High
By Age,50 - 59 years,2021-01-20,36.3,High
By Age,60 - 69 years,2021-01-20,29.5,Mild
By Age,70 - 79 years,2021-01-20,22.5,Mild
By Age,80 years and above,2021-01-20,17.5,Mild
By Sex,Male,2021-01-20,32.4,Moderate
By Sex,Female,2021-01-20,39.5,High
By Race/Hispanic ethnicity,Hispanic or Latino,2021-01-20,41.5,Extreme
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-01-20,34.9,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-01-20,38.0,High
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-01-20,30.1,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-01-20,36.6,High
By Education,Less than a high school diploma,2021-01-20,43.2,Extreme
By Education,High school diploma or GED,2021-01-20,34.9,Moderate
By Education,Some college/Associate's degree,2021-01-20,40.7,Extreme
By Education,Bachelor's degree or higher,2021-01-20,31.3,Moderate
By State,Alabama,2021-01-20,36.6,High
By State,Alaska,2021-01-20,37.1,High
By State,Arizona,2021-01-20,36.9,High
By State,Arkansas,2021-01-20,35.1,High
By State,California,2021-01-20,39.7,High
By State,Colorado,2021-01-20,37.7,High
By State,Connecticut,2021-01-20,35.8,High
By State,Delaware,2021-01-20,27.1,Mild
By State,District of Columbia,2021-01-20,37.5,High
By State,Florida,2021-01-20,35.3,High
By State,Georgia,2021-01-20,39.0,High
By State,Hawaii,2021-01-20,31.2,Moderate
By State,Idaho,2021-01-20,32.0,Moderate
By State,Illinois,2021-01-20,32.3,Moderate
By State,Indiana,2021-01-20,36.8,High
By State,Iowa,2021-01-20,31.8,Moderate
By State,Kansas,2021-01-20,32.1,Moderate
By State,Kentucky,2021-01-20,37.6,High
By State,Louisiana,2021-01-20,43.4,Extreme
By State,Maine,2021-01-20,34.2,Moderate
By State,Maryland,2021-01-20,34.7,Moderate
By State,Massachusetts,2021-01-20,36.0,High
By State,Michigan,2021-01-20,32.9,Moderate
By State,Minnesota,2021-01-20,32.1,Moderate
By State,Mississippi,2021-01-20,35.8,High
By State,Missouri,2021-01-20,33.6,Moderate
By State,Montana,2021-01-20,30.5,Moderate
By State,Nebraska,2021-01-20,28.7,Mild
By State,Nevada,2021-01-20,37.4,High
By State,New Hampshire,2021-01-20,32.5,Moderate
By State,New Jersey,2021-01-20,35.3,High
By State,New Mexico,2021-01-20,35.8,High
By State,New York,2021-01-20,32.3,Moderate
By State,North Carolina,2021-01-20,39.2,High
By State,North Dakota,2021-01-20,23.8,Mild
By State,Ohio,2021-01-20,36.4,High
By State,Oklahoma,2021-01-20,43.4,Extreme
By State,Oregon,2021-01-20,36.5,High
By State,Pennsylvania,2021-01-20,35.1,High
By State,Rhode Island,2021-01-20,35.1,High
By State,South Carolina,2021-01-20,32.8,Moderate
By State,South Dakota,2021-01-20,25.8,Mild
By State,Tennessee,2021-01-20,38.5,High
By State,Texas,2021-01-20,38.5,High
By State,Utah,2021-01-20,35.9,High
By State,Vermont,2021-01-20,32.4,Moderate
By State,Virginia,2021-01-20,32.7,Moderate
By State,Washington,2021-01-20,41.0,Extreme
By State,West Virginia,2021-01-20,34.7,Moderate
By State,Wisconsin,2021-01-20,30.0,Mild
By State,Wyoming,2021-01-20,32.5,Moderate
By Age,18 - 29 years,2021-02-03,47.5,Extreme
By Age,30 - 39 years,2021-02-03,39.6,High
By Age,40 - 49 years,2021-02-03,35.6,High
By Age,50 - 59 years,2021-02-03,31.6,Moderate
By Age,60 - 69 years,2021-02-03,27.7,Mild
By Age,70 - 79 years,2021-02-03,19.3,Mild
By Age,80 years and above,2021-02-03,19.0,Mild
By Sex,Male,2021-02-03,29.6,Mild
By Sex,Female,2021-02-03,37.6,High
By Race/Hispanic ethnicity,Hispanic or Latino,2021-02-03,37.0,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-02-03,32.7,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-02-03,35.2,High
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-02-03,29.7,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-02-03,39.2,High
By Education,Less than a high school diploma,2021-02-03,39.3,High
By Education,High school diploma or GED,2021-02-03,32.7,Moderate
By Education,Some college/Associate's degree,2021-02-03,37.5,High
By Education,Bachelor's degree or higher,2021-02-03,29.9,Mild
By State,Alabama,2021-02-03,35.1,High
By State,Alaska,2021-02-03,33.0,Moderate
By State,Arizona,2021-02-03,32.8,Moderate
By State,Arkansas,2021-02-03,38.1,High
By State,California,2021-02-03,35.7,High
By State,Colorado,2021-02-03,30.7,Moderate
By State,Connecticut,2021-02-03,34.3,Moderate
By State,Delaware,2021-02-03,33.0,Moderate
By State,District of Columbia,2021-02-03,34.7,Moderate
By State,Florida,2021-02-03,34.4,Moderate
By State,Georgia,2021-02-03,30.7,Moderate
By State,Hawaii,2021-02-03,26.9,Mild
By State,Idaho,2021-02-03,30.5,Moderate
By State,Illinois,2021-02-03,30.7,Moderate
By State,Indiana,2021-02-03,32.7,Moderate
By State,Iowa,2021-02-03,30.0,Mild
By State,Kansas,2021-02-03,29.3,Mild
By State,Kentucky,2021-02-03,30.8,Moderate
By State,Louisiana,2021-02-03,36.9,High
By State,Maine,2021-02-03,32.5,Moderate
By State,Maryland,2021-02-03,33.8,Moderate
By State,Massachusetts,2021-02-03,34.4,Moderate
By State,Michigan,2021-02-03,34.4,Moderate
By State,Minnesota,2021-02-03,26.9,Mild
By State,Mississippi,2021-02-03,38.6,High
By State,Missouri,2021-02-03,33.0,Moderate
By State,Montana,2021-02-03,25.0,Mild
By State,Nebraska,2021-02-03,30.7,Moderate
By State,Nevada,2021-02-03,39.0,High
