,Indicator,Group,State,Subgroup,Time Period Start Date,Value,year
6531,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2021-05-26,18.3,2021
6532,Symptoms of Depressive Disorder,By State,Michigan,Michigan,2021-05-26,17.5,2021
6533,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2021-05-26,19.5,2021
6534,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2021-05-26,23.8,2021
6535,Symptoms of Depressive Disorder,By State,Missouri,Missouri,2021-05-26,24.3,2021
6536,Symptoms of Depressive Disorder,By State,Montana,Montana,2021-05-26,13.6,2021
6537,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,2021-05-26,15.3,2021
6538,Symptoms of Depressive Disorder,By State,Nevada,Nevada,2021-05-26,28.2,2021
6539,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,2021-05-26,26.3,2021
6540,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,2021-05-26,21.8,2021
6541,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,2021-05-26,23.7,2021
6542,Symptoms of Depressive Disorder,By State,New York,New York,2021-05-26,19.9,2021
6543,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,2021-05-26,24.6,2021
6544,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2021-05-26,18.7,2021
6545,Symptoms of Depressive Disorder,By State,Ohio,Ohio,2021-05-26,20.2,2021
6546,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2021-05-26,22.2,2021
6547,Symptoms of Depressive Disorder,By State,Oregon,Oregon,2021-05-26,23.0,2021
6548,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-05-26,20.0,2021
6549,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2021-05-26,17.2,2021
6550,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2021-05-26,21.7,2021
6551,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2021-05-26,20.8,2021
6552,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2021-05-26,19.7,2021
6553,Symptoms of Depressive Disorder,By State,Texas,Texas,2021-05-26,23.7,2021
6554,Symptoms of Depressive Disorder,By State,Utah,Utah,2021-05-26,19.1,2021
6555,Symptoms of Depressive Disorder,By State,Vermont,Vermont,2021-05-26,17.8,2021
6556,Symptoms of Depressive Disorder,By State,Virginia,Virginia,2021-05-26,21.3,2021
6557,Symptoms of Depressive Disorder,By State,Washington,Washington,2021-05-26,22.5,2021
6558,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2021-05-26,22.3,2021
6559,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2021-05-26,13.4,2021
6560,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2021-05-26,15.9,2021
6561,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2021-05-26,25.4,2021
6562,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,2021-05-26,38.1,2021
6563,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,2021-05-26,31.4,2021
6564,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,2021-05-26,28.6,2021
6565,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,2021-05-26,24.5,2021
6566,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,2021-05-26,17.5,2021
6567,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,2021-05-26,12.8,2021
6568,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,2021-05-26,11.0,2021
6569,Symptoms of Anxiety Disorder,By Sex,United States,Male,2021-05-26,22.1,2021
6570,Symptoms of Anxiety Disorder,By Sex,United States,Female,2021-05-26,28.5,2021
6571,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-05-26,31.0,2021
6572,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-05-26,23.9,2021
6573,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-05-26,26.9,2021
6574,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-05-26,16.2,2021
6575,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-05-26,35.8,2021
6576,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2021-05-26,34.2,2021
6577,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2021-05-26,26.4,2021
6578,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2021-05-26,28.4,2021
6579,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2021-05-26,20.2,2021
6580,Symptoms of Anxiety Disorder,By Disability status,United States,With disability,2021-05-26,54.6,2021
6581,Symptoms of Anxiety Disorder,By Disability status,United States,Without disability,2021-05-26,20.9,2021
6582,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2021-05-26,27.7,2021
6583,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2021-05-26,23.6,2021
6584,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2021-05-26,27.1,2021
6585,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2021-05-26,26.9,2021
6586,Symptoms of Anxiety Disorder,By State,California,California,2021-05-26,26.5,2021
6587,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2021-05-26,26.2,2021
6588,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2021-05-26,19.7,2021
6589,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2021-05-26,24.0,2021
6590,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2021-05-26,21.5,2021
6591,Symptoms of Anxiety Disorder,By State,Florida,Florida,2021-05-26,24.4,2021
6592,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2021-05-26,26.9,2021
6593,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2021-05-26,26.6,2021
6594,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2021-05-26,22.3,2021
6595,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2021-05-26,25.1,2021
6596,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2021-05-26,24.7,2021
6597,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2021-05-26,23.9,2021
6598,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2021-05-26,21.8,2021
6599,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2021-05-26,23.0,2021
6600,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2021-05-26,31.8,2021
6601,Symptoms of Anxiety Disorder,By State,Maine,Maine,2021-05-26,23.2,2021
6602,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2021-05-26,22.5,2021
6603,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2021-05-26,23.9,2021
6604,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2021-05-26,19.8,2021
6605,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2021-05-26,22.3,2021
6606,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2021-05-26,27.6,2021
6607,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2021-05-26,29.3,2021
6608,Symptoms of Anxiety Disorder,By State,Montana,Montana,2021-05-26,17.7,2021
6609,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2021-05-26,17.8,2021
6610,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2021-05-26,30.7,2021
6611,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2021-05-26,28.8,2021
6612,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2021-05-26,26.5,2021
6613,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2021-05-26,28.6,2021
6614,Symptoms of Anxiety Disorder,By State,New York,New York,2021-05-26,22.9,2021
6615,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2021-05-26,26.7,2021
6616,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2021-05-26,22.6,2021
6617,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2021-05-26,25.4,2021
6618,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2021-05-26,26.5,2021
6619,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2021-05-26,28.9,2021
6620,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2021-05-26,25.8,2021
6621,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2021-05-26,22.2,2021
6622,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2021-05-26,26.5,2021
6623,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2021-05-26,21.1,2021
6624,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2021-05-26,25.2,2021
6625,Symptoms of Anxiety Disorder,By State,Texas,Texas,2021-05-26,28.0,2021
6626,Symptoms of Anxiety Disorder,By State,Utah,Utah,2021-05-26,25.2,2021
6627,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2021-05-26,23.1,2021
6628,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2021-05-26,24.1,2021
6629,Symptoms of Anxiety Disorder,By State,Washington,Washington,2021-05-26,27.8,2021
6630,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2021-05-26,27.9,2021
6631,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2021-05-26,20.0,2021
6632,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2021-05-26,18.5,2021
6633,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2021-05-26,29.6,2021
6634,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2021-05-26,43.9,2021
6635,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2021-05-26,36.1,2021
6636,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2021-05-26,32.9,2021
6637,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2021-05-26,27.8,2021
6638,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2021-05-26,21.5,2021
6639,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2021-05-26,16.3,2021
6640,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2021-05-26,13.4,2021
6641,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2021-05-26,26.6,2021
6642,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2021-05-26,32.4,2021
6643,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-05-26,35.7,2021
6644,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-05-26,27.7,2021
6645,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-05-26,32.6,2021
6646,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-05-26,20.2,2021
6647,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-05-26,41.0,2021
6648,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2021-05-26,37.8,2021
6649,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2021-05-26,31.7,2021
6650,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-05-26,32.9,2021
6651,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-05-26,23.2,2021
6652,Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,With disability,2021-05-26,60.6,2021
6653,Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,Without disability,2021-05-26,24.9,2021
6654,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2021-05-26,31.8,2021
6655,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2021-05-26,26.9,2021
6656,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2021-05-26,31.8,2021
6657,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2021-05-26,32.9,2021
6658,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,2021-05-26,30.7,2021
6659,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2021-05-26,30.3,2021
6660,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2021-05-26,23.6,2021
6661,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2021-05-26,27.4,2021
6662,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2021-05-26,26.8,2021
6663,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2021-05-26,28.0,2021
6664,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2021-05-26,32.2,2021
6665,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2021-05-26,29.3,2021
6666,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2021-05-26,23.9,2021
6667,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2021-05-26,28.2,2021
6668,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2021-05-26,29.3,2021
6669,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2021-05-26,27.8,2021
6670,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2021-05-26,25.4,2021
6671,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2021-05-26,28.4,2021
6672,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2021-05-26,34.2,2021
6673,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2021-05-26,28.0,2021
6674,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2021-05-26,26.6,2021
6675,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2021-05-26,27.2,2021
6676,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2021-05-26,23.1,2021
6677,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2021-05-26,26.6,2021
6678,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2021-05-26,32.3,2021
6679,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2021-05-26,33.6,2021
6680,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2021-05-26,22.1,2021
6681,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2021-05-26,22.6,2021
6682,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2021-05-26,36.5,2021
6683,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2021-05-26,33.4,2021
6684,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2021-05-26,30.2,2021
6685,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2021-05-26,32.8,2021
6686,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,2021-05-26,27.7,2021
6687,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2021-05-26,31.8,2021
6688,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2021-05-26,27.0,2021
6689,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2021-05-26,30.4,2021
6690,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2021-05-26,31.2,2021
6691,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2021-05-26,32.8,2021
6692,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-05-26,29.8,2021
6693,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2021-05-26,27.0,2021
6694,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2021-05-26,30.8,2021
6695,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2021-05-26,25.5,2021
6696,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2021-05-26,29.2,2021
6697,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2021-05-26,32.2,2021
6698,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2021-05-26,29.0,2021
6699,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2021-05-26,25.9,2021
6700,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2021-05-26,29.9,2021
6701,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2021-05-26,32.4,2021
6702,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2021-05-26,31.8,2021
6703,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2021-05-26,22.3,2021
6704,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2021-05-26,24.2,2021
6705,Symptoms of Depressive Disorder,National Estimate,United States,United States,2021-06-09,21.6,2021
6706,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2021-06-09,36.0,2021
6707,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2021-06-09,25.4,2021
6708,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2021-06-09,23.2,2021
6709,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2021-06-09,19.5,2021
6710,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2021-06-09,16.0,2021
6711,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2021-06-09,10.7,2021
6712,Symptoms of Depressive Disorder,By Age,United States,80 years and above,2021-06-09,6.4,2021
6713,Symptoms of Depressive Disorder,By Sex,United States,Male,2021-06-09,20.1,2021
6714,Symptoms of Depressive Disorder,By Sex,United States,Female,2021-06-09,23.0,2021
6715,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-06-09,26.5,2021
6716,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-06-09,19.5,2021
6717,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-06-09,26.6,2021
6718,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-06-09,15.1,2021
6719,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-06-09,32.2,2021
6720,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2021-06-09,26.2,2021
6721,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2021-06-09,25.0,2021
6722,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-06-09,25.2,2021
6723,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-06-09,14.2,2021
6724,Symptoms of Depressive Disorder,By Disability status,United States,With disability,2021-06-09,49.9,2021
6725,Symptoms of Depressive Disorder,By Disability status,United States,Without disability,2021-06-09,17.3,2021
6726,Symptoms of Depressive Disorder,By State,Alabama,Alabama,2021-06-09,24.5,2021
6727,Symptoms of Depressive Disorder,By State,Alaska,Alaska,2021-06-09,20.3,2021
6728,Symptoms of Depressive Disorder,By State,Arizona,Arizona,2021-06-09,23.3,2021
6729,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,2021-06-09,20.8,2021
6730,Symptoms of Depressive Disorder,By State,California,California,2021-06-09,21.7,2021
6731,Symptoms of Depressive Disorder,By State,Colorado,Colorado,2021-06-09,20.7,2021
6732,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,2021-06-09,19.8,2021
6733,Symptoms of Depressive Disorder,By State,Delaware,Delaware,2021-06-09,20.6,2021
6734,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,2021-06-09,18.7,2021
6735,Symptoms of Depressive Disorder,By State,Florida,Florida,2021-06-09,25.7,2021
6736,Symptoms of Depressive Disorder,By State,Georgia,Georgia,2021-06-09,26.5,2021
6737,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,2021-06-09,18.2,2021
6738,Symptoms of Depressive Disorder,By State,Idaho,Idaho,2021-06-09,21.3,2021
6739,Symptoms of Depressive Disorder,By State,Illinois,Illinois,2021-06-09,22.3,2021
6740,Symptoms of Depressive Disorder,By State,Indiana,Indiana,2021-06-09,20.5,2021
6741,Symptoms of Depressive Disorder,By State,Iowa,Iowa,2021-06-09,22.9,2021
6742,Symptoms of Depressive Disorder,By State,Kansas,Kansas,2021-06-09,19.7,2021
6743,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2021-06-09,22.0,2021
6744,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2021-06-09,23.8,2021
6745,Symptoms of Depressive Disorder,By State,Maine,Maine,2021-06-09,20.1,2021
6746,Symptoms of Depressive Disorder,By State,Maryland,Maryland,2021-06-09,22.6,2021
6747,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2021-06-09,16.5,2021
6748,Symptoms of Depressive Disorder,By State,Michigan,Michigan,2021-06-09,18.2,2021
6749,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2021-06-09,15.8,2021
6750,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2021-06-09,31.5,2021
6751,Symptoms of Depressive Disorder,By State,Missouri,Missouri,2021-06-09,20.9,2021
6752,Symptoms of Depressive Disorder,By State,Montana,Montana,2021-06-09,16.2,2021
6753,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,2021-06-09,18.6,2021
6754,Symptoms of Depressive Disorder,By State,Nevada,Nevada,2021-06-09,25.2,2021
6755,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,2021-06-09,13.2,2021
6756,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,2021-06-09,20.3,2021
6757,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,2021-06-09,27.5,2021
6758,Symptoms of Depressive Disorder,By State,New York,New York,2021-06-09,20.0,2021
6759,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,2021-06-09,18.7,2021
6760,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2021-06-09,19.3,2021
6761,Symptoms of Depressive Disorder,By State,Ohio,Ohio,2021-06-09,20.6,2021
6762,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2021-06-09,27.3,2021
6763,Symptoms of Depressive Disorder,By State,Oregon,Oregon,2021-06-09,20.8,2021
6764,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-06-09,19.7,2021
6765,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2021-06-09,19.9,2021
6766,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2021-06-09,21.8,2021
6767,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2021-06-09,15.6,2021
6768,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2021-06-09,21.6,2021
6769,Symptoms of Depressive Disorder,By State,Texas,Texas,2021-06-09,23.7,2021
6770,Symptoms of Depressive Disorder,By State,Utah,Utah,2021-06-09,20.7,2021
6771,Symptoms of Depressive Disorder,By State,Vermont,Vermont,2021-06-09,16.5,2021
6772,Symptoms of Depressive Disorder,By State,Virginia,Virginia,2021-06-09,20.6,2021
6773,Symptoms of Depressive Disorder,By State,Washington,Washington,2021-06-09,21.3,2021
6774,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2021-06-09,21.3,2021
6775,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2021-06-09,15.1,2021
6776,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2021-06-09,20.9,2021
6777,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2021-06-09,26.1,2021
6778,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,2021-06-09,38.6,2021
6779,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,2021-06-09,32.3,2021
6780,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,2021-06-09,29.6,2021
6781,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,2021-06-09,24.9,2021
6782,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,2021-06-09,18.9,2021
6783,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,2021-06-09,13.1,2021
6784,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,2021-06-09,7.6,2021
6785,Symptoms of Anxiety Disorder,By Sex,United States,Male,2021-06-09,23.2,2021
6786,Symptoms of Anxiety Disorder,By Sex,United States,Female,2021-06-09,28.8,2021
6787,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-06-09,31.0,2021
6788,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-06-09,24.6,2021
6789,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-06-09,27.1,2021
6790,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-06-09,19.2,2021
6791,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-06-09,39.7,2021
6792,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2021-06-09,29.1,2021
6793,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2021-06-09,28.7,2021
6794,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2021-06-09,29.4,2021
6795,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2021-06-09,20.2,2021
6796,Symptoms of Anxiety Disorder,By Disability status,United States,With disability,2021-06-09,54.1,2021
6797,Symptoms of Anxiety Disorder,By Disability status,United States,Without disability,2021-06-09,21.9,2021
6798,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2021-06-09,24.4,2021
6799,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2021-06-09,27.1,2021
6800,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2021-06-09,27.2,2021
6801,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2021-06-09,28.4,2021
6802,Symptoms of Anxiety Disorder,By State,California,California,2021-06-09,27.2,2021
6803,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2021-06-09,23.9,2021
6804,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2021-06-09,28.1,2021
6805,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2021-06-09,26.4,2021
6806,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2021-06-09,22.4,2021
6807,Symptoms of Anxiety Disorder,By State,Florida,Florida,2021-06-09,31.7,2021
