Mental_indicator,Group_name,Subgroup,Time_Period,Percentage,Risk,year
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2020-11-25,39.3,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2020-11-25,43.3,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2020-11-25,44.2,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2020-11-25,35.5,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2020-11-25,44.8,Extreme,2020
Symptoms of Depressive Disorder,By State,Alabama,2020-12-09,35.1,High,2020
Symptoms of Depressive Disorder,By State,Alaska,2020-12-09,32.0,High,2020
Symptoms of Depressive Disorder,By State,Arizona,2020-12-09,32.7,High,2020
Symptoms of Depressive Disorder,By State,Arkansas,2020-12-09,28.3,Moderate,2020
Symptoms of Depressive Disorder,By State,California,2020-12-09,31.4,High,2020
Symptoms of Depressive Disorder,By State,Colorado,2020-12-09,30.3,High,2020
Symptoms of Depressive Disorder,By State,Connecticut,2020-12-09,29.0,Moderate,2020
Symptoms of Depressive Disorder,By State,Delaware,2020-12-09,30.4,High,2020
Symptoms of Depressive Disorder,By State,District of Columbia,2020-12-09,22.6,Mild,2020
Symptoms of Depressive Disorder,By State,Florida,2020-12-09,28.1,Moderate,2020
Symptoms of Depressive Disorder,By State,Georgia,2020-12-09,31.2,High,2020
Symptoms of Depressive Disorder,By State,Hawaii,2020-12-09,25.5,Moderate,2020
Symptoms of Depressive Disorder,By State,Idaho,2020-12-09,31.1,High,2020
Symptoms of Depressive Disorder,By State,Illinois,2020-12-09,25.5,Moderate,2020
Symptoms of Depressive Disorder,By State,Indiana,2020-12-09,27.8,Moderate,2020
Symptoms of Depressive Disorder,By State,Iowa,2020-12-09,29.9,High,2020
Symptoms of Depressive Disorder,By State,Kansas,2020-12-09,30.6,High,2020
Symptoms of Depressive Disorder,By State,Kentucky,2020-12-09,33.4,High,2020
Symptoms of Depressive Disorder,By State,Louisiana,2020-12-09,39.4,Extreme,2020
Symptoms of Depressive Disorder,By State,Maine,2020-12-09,23.7,Mild,2020
Symptoms of Depressive Disorder,By State,Maryland,2020-12-09,28.0,Moderate,2020
Symptoms of Depressive Disorder,By State,Massachusetts,2020-12-09,29.6,Moderate,2020
Symptoms of Depressive Disorder,By State,Michigan,2020-12-09,33.1,High,2020
Symptoms of Depressive Disorder,By State,Minnesota,2020-12-09,25.2,Moderate,2020
Symptoms of Depressive Disorder,By State,Mississippi,2020-12-09,36.5,Extreme,2020
Symptoms of Depressive Disorder,By State,Missouri,2020-12-09,29.0,Moderate,2020
Symptoms of Depressive Disorder,By State,Montana,2020-12-09,29.5,Moderate,2020
Symptoms of Depressive Disorder,By State,Nebraska,2020-12-09,26.5,Moderate,2020
Symptoms of Depressive Disorder,By State,Nevada,2020-12-09,35.3,Extreme,2020
Symptoms of Depressive Disorder,By State,New Hampshire,2020-12-09,23.8,Mild,2020
Symptoms of Depressive Disorder,By State,New Jersey,2020-12-09,28.7,Moderate,2020
Symptoms of Depressive Disorder,By State,New Mexico,2020-12-09,35.6,Extreme,2020
Symptoms of Depressive Disorder,By State,New York,2020-12-09,30.2,High,2020
Symptoms of Depressive Disorder,By State,North Carolina,2020-12-09,24.1,Mild,2020
Symptoms of Depressive Disorder,By State,North Dakota,2020-12-09,21.6,Mild,2020
Symptoms of Depressive Disorder,By State,Ohio,2020-12-09,35.7,Extreme,2020
Symptoms of Depressive Disorder,By State,Oklahoma,2020-12-09,35.7,Extreme,2020
Symptoms of Depressive Disorder,By State,Oregon,2020-12-09,33.4,High,2020
Symptoms of Depressive Disorder,By State,Pennsylvania,2020-12-09,27.3,Moderate,2020
Symptoms of Depressive Disorder,By State,Rhode Island,2020-12-09,22.4,Mild,2020
Symptoms of Depressive Disorder,By State,South Carolina,2020-12-09,27.0,Moderate,2020
Symptoms of Depressive Disorder,By State,South Dakota,2020-12-09,21.1,Mild,2020
Symptoms of Depressive Disorder,By State,Tennessee,2020-12-09,32.3,High,2020
Symptoms of Depressive Disorder,By State,Texas,2020-12-09,31.8,High,2020
Symptoms of Depressive Disorder,By State,Utah,2020-12-09,29.0,Moderate,2020
Symptoms of Depressive Disorder,By State,Vermont,2020-12-09,25.7,Moderate,2020
Symptoms of Depressive Disorder,By State,Virginia,2020-12-09,28.1,Moderate,2020
Symptoms of Depressive Disorder,By State,Washington,2020-12-09,31.2,High,2020
Symptoms of Depressive Disorder,By State,West Virginia,2020-12-09,37.0,Extreme,2020
Symptoms of Depressive Disorder,By State,Wisconsin,2020-12-09,30.0,High,2020
Symptoms of Depressive Disorder,By State,Wyoming,2020-12-09,24.7,Mild,2020
Symptoms of Anxiety Disorder,By State,Alabama,2020-12-09,39.1,Extreme,2020
Symptoms of Anxiety Disorder,By State,Alaska,2020-12-09,37.7,Extreme,2020
Symptoms of Anxiety Disorder,By State,Arizona,2020-12-09,34.7,High,2020
Symptoms of Anxiety Disorder,By State,Arkansas,2020-12-09,38.5,Extreme,2020
Symptoms of Anxiety Disorder,By State,California,2020-12-09,38.9,Extreme,2020
Symptoms of Anxiety Disorder,By State,Colorado,2020-12-09,39.4,Extreme,2020
Symptoms of Anxiety Disorder,By State,Connecticut,2020-12-09,35.6,Extreme,2020
Symptoms of Anxiety Disorder,By State,Delaware,2020-12-09,35.3,Extreme,2020
Symptoms of Anxiety Disorder,By State,District of Columbia,2020-12-09,34.4,High,2020
Symptoms of Anxiety Disorder,By State,Florida,2020-12-09,37.7,Extreme,2020
Symptoms of Anxiety Disorder,By State,Georgia,2020-12-09,40.3,Extreme,2020
Symptoms of Anxiety Disorder,By State,Hawaii,2020-12-09,29.8,High,2020
Symptoms of Anxiety Disorder,By State,Idaho,2020-12-09,37.9,Extreme,2020
Symptoms of Anxiety Disorder,By State,Illinois,2020-12-09,35.7,Extreme,2020
Symptoms of Anxiety Disorder,By State,Indiana,2020-12-09,34.2,High,2020
Symptoms of Anxiety Disorder,By State,Iowa,2020-12-09,34.5,High,2020
Symptoms of Anxiety Disorder,By State,Kansas,2020-12-09,35.9,Extreme,2020
Symptoms of Anxiety Disorder,By State,Kentucky,2020-12-09,37.9,Extreme,2020
Symptoms of Anxiety Disorder,By State,Louisiana,2020-12-09,45.5,Extreme,2020
Symptoms of Anxiety Disorder,By State,Maine,2020-12-09,33.8,High,2020
Symptoms of Anxiety Disorder,By State,Maryland,2020-12-09,34.7,High,2020
Symptoms of Anxiety Disorder,By State,Massachusetts,2020-12-09,37.5,Extreme,2020
Symptoms of Anxiety Disorder,By State,Michigan,2020-12-09,40.7,Extreme,2020
Symptoms of Anxiety Disorder,By State,Minnesota,2020-12-09,31.7,High,2020
Symptoms of Anxiety Disorder,By State,Mississippi,2020-12-09,35.3,Extreme,2020
Symptoms of Anxiety Disorder,By State,Missouri,2020-12-09,35.7,Extreme,2020
Symptoms of Anxiety Disorder,By State,Montana,2020-12-09,36.6,Extreme,2020
Symptoms of Anxiety Disorder,By State,Nebraska,2020-12-09,27.9,Moderate,2020
Symptoms of Anxiety Disorder,By State,Nevada,2020-12-09,39.5,Extreme,2020
Symptoms of Anxiety Disorder,By State,New Hampshire,2020-12-09,32.2,High,2020
Symptoms of Anxiety Disorder,By State,New Jersey,2020-12-09,34.8,High,2020
Symptoms of Anxiety Disorder,By State,New Mexico,2020-12-09,42.4,Extreme,2020
Symptoms of Anxiety Disorder,By State,New York,2020-12-09,33.3,High,2020
Symptoms of Anxiety Disorder,By State,North Carolina,2020-12-09,32.1,High,2020
Symptoms of Anxiety Disorder,By State,North Dakota,2020-12-09,27.4,Moderate,2020
Symptoms of Anxiety Disorder,By State,Ohio,2020-12-09,38.1,Extreme,2020
Symptoms of Anxiety Disorder,By State,Oklahoma,2020-12-09,44.2,Extreme,2020
Symptoms of Anxiety Disorder,By State,Oregon,2020-12-09,41.6,Extreme,2020
Symptoms of Anxiety Disorder,By State,Pennsylvania,2020-12-09,34.1,High,2020
Symptoms of Anxiety Disorder,By State,Rhode Island,2020-12-09,32.9,High,2020
Symptoms of Anxiety Disorder,By State,South Carolina,2020-12-09,37.2,Extreme,2020
Symptoms of Anxiety Disorder,By State,South Dakota,2020-12-09,28.3,Moderate,2020
Symptoms of Anxiety Disorder,By State,Tennessee,2020-12-09,36.2,Extreme,2020
Symptoms of Anxiety Disorder,By State,Texas,2020-12-09,38.0,Extreme,2020
Symptoms of Anxiety Disorder,By State,Utah,2020-12-09,34.6,High,2020
Symptoms of Anxiety Disorder,By State,Vermont,2020-12-09,38.0,Extreme,2020
Symptoms of Anxiety Disorder,By State,Virginia,2020-12-09,35.9,Extreme,2020
Symptoms of Anxiety Disorder,By State,Washington,2020-12-09,36.8,Extreme,2020
Symptoms of Anxiety Disorder,By State,West Virginia,2020-12-09,39.5,Extreme,2020
Symptoms of Anxiety Disorder,By State,Wisconsin,2020-12-09,35.4,Extreme,2020
Symptoms of Anxiety Disorder,By State,Wyoming,2020-12-09,33.6,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2020-12-09,44.0,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2020-12-09,44.1,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2020-12-09,43.5,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2020-12-09,43.0,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2020-12-09,45.0,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2020-12-09,44.6,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2020-12-09,40.8,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2020-12-09,39.9,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2020-12-09,41.4,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2020-12-09,41.5,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2020-12-09,45.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2020-12-09,37.6,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2020-12-09,43.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2020-12-09,39.5,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2020-12-09,40.8,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2020-12-09,39.5,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2020-12-09,41.5,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2020-12-09,43.9,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2020-12-09,50.0,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2020-12-09,37.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2020-12-09,39.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2020-12-09,42.8,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2020-12-09,45.6,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2020-12-09,36.6,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2020-12-09,45.9,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2020-12-09,40.3,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2020-12-09,40.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2020-12-09,36.4,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2020-12-09,46.1,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2020-12-09,39.5,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2020-12-09,41.4,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2020-12-09,47.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2020-12-09,40.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2020-12-09,37.0,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2020-12-09,34.1,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2020-12-09,46.0,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2020-12-09,48.8,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2020-12-09,45.6,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2020-12-09,39.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2020-12-09,35.8,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2020-12-09,40.2,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2020-12-09,31.8,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2020-12-09,41.0,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2020-12-09,43.2,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2020-12-09,40.6,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2020-12-09,41.1,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2020-12-09,40.4,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2020-12-09,42.4,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2020-12-09,48.1,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2020-12-09,40.0,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2020-12-09,39.0,Extreme,2020
Symptoms of Depressive Disorder,By State,Alabama,2021-01-06,29.3,Moderate,2021
Symptoms of Depressive Disorder,By State,Alaska,2021-01-06,28.4,Moderate,2021
Symptoms of Depressive Disorder,By State,Arizona,2021-01-06,26.9,Moderate,2021
Symptoms of Depressive Disorder,By State,Arkansas,2021-01-06,28.8,Moderate,2021
Symptoms of Depressive Disorder,By State,California,2021-01-06,31.3,High,2021
Symptoms of Depressive Disorder,By State,Colorado,2021-01-06,29.1,Moderate,2021
Symptoms of Depressive Disorder,By State,Connecticut,2021-01-06,24.3,Mild,2021
Symptoms of Depressive Disorder,By State,Delaware,2021-01-06,25.8,Moderate,2021
Symptoms of Depressive Disorder,By State,District of Columbia,2021-01-06,23.0,Mild,2021
Symptoms of Depressive Disorder,By State,Florida,2021-01-06,26.0,Moderate,2021
Symptoms of Depressive Disorder,By State,Georgia,2021-01-06,28.8,Moderate,2021
Symptoms of Depressive Disorder,By State,Hawaii,2021-01-06,28.2,Moderate,2021
Symptoms of Depressive Disorder,By State,Idaho,2021-01-06,27.5,Moderate,2021
Symptoms of Depressive Disorder,By State,Illinois,2021-01-06,26.5,Moderate,2021
Symptoms of Depressive Disorder,By State,Indiana,2021-01-06,26.4,Moderate,2021
Symptoms of Depressive Disorder,By State,Iowa,2021-01-06,28.0,Moderate,2021
Symptoms of Depressive Disorder,By State,Kansas,2021-01-06,25.5,Moderate,2021
Symptoms of Depressive Disorder,By State,Kentucky,2021-01-06,29.6,Moderate,2021
Symptoms of Depressive Disorder,By State,Louisiana,2021-01-06,30.4,High,2021
Symptoms of Depressive Disorder,By State,Maine,2021-01-06,22.2,Mild,2021
Symptoms of Depressive Disorder,By State,Maryland,2021-01-06,27.4,Moderate,2021
Symptoms of Depressive Disorder,By State,Massachusetts,2021-01-06,24.2,Mild,2021
Symptoms of Depressive Disorder,By State,Michigan,2021-01-06,30.2,High,2021
Symptoms of Depressive Disorder,By State,Minnesota,2021-01-06,21.5,Mild,2021
Symptoms of Depressive Disorder,By State,Mississippi,2021-01-06,37.5,Extreme,2021
Symptoms of Depressive Disorder,By State,Missouri,2021-01-06,31.9,High,2021
Symptoms of Depressive Disorder,By State,Montana,2021-01-06,23.7,Mild,2021
Symptoms of Depressive Disorder,By State,Nebraska,2021-01-06,26.1,Moderate,2021
Symptoms of Depressive Disorder,By State,Nevada,2021-01-06,30.8,High,2021
Symptoms of Depressive Disorder,By State,New Hampshire,2021-01-06,25.4,Moderate,2021
Symptoms of Depressive Disorder,By State,New Jersey,2021-01-06,27.3,Moderate,2021
Symptoms of Depressive Disorder,By State,New Mexico,2021-01-06,27.4,Moderate,2021
Symptoms of Depressive Disorder,By State,New York,2021-01-06,25.0,Moderate,2021
Symptoms of Depressive Disorder,By State,North Carolina,2021-01-06,31.1,High,2021
Symptoms of Depressive Disorder,By State,North Dakota,2021-01-06,26.7,Moderate,2021
Symptoms of Depressive Disorder,By State,Ohio,2021-01-06,31.1,High,2021
Symptoms of Depressive Disorder,By State,Oklahoma,2021-01-06,29.7,Moderate,2021
Symptoms of Depressive Disorder,By State,Oregon,2021-01-06,30.1,High,2021
Symptoms of Depressive Disorder,By State,Pennsylvania,2021-01-06,30.4,High,2021
Symptoms of Depressive Disorder,By State,Rhode Island,2021-01-06,34.9,High,2021
Symptoms of Depressive Disorder,By State,South Carolina,2021-01-06,29.2,Moderate,2021
Symptoms of Depressive Disorder,By State,South Dakota,2021-01-06,26.2,Moderate,2021
Symptoms of Depressive Disorder,By State,Tennessee,2021-01-06,29.4,Moderate,2021
Symptoms of Depressive Disorder,By State,Texas,2021-01-06,27.6,Moderate,2021
Symptoms of Depressive Disorder,By State,Utah,2021-01-06,29.5,Moderate,2021
Symptoms of Depressive Disorder,By State,Vermont,2021-01-06,22.0,Mild,2021
Symptoms of Depressive Disorder,By State,Virginia,2021-01-06,28.6,Moderate,2021
Symptoms of Depressive Disorder,By State,Washington,2021-01-06,30.1,High,2021
Symptoms of Depressive Disorder,By State,West Virginia,2021-01-06,38.5,Extreme,2021
Symptoms of Depressive Disorder,By State,Wisconsin,2021-01-06,21.3,Mild,2021
Symptoms of Depressive Disorder,By State,Wyoming,2021-01-06,26.2,Moderate,2021
Symptoms of Anxiety Disorder,By State,Alabama,2021-01-06,36.8,Extreme,2021
Symptoms of Anxiety Disorder,By State,Alaska,2021-01-06,36.2,Extreme,2021
Symptoms of Anxiety Disorder,By State,Arizona,2021-01-06,33.5,High,2021
Symptoms of Anxiety Disorder,By State,Arkansas,2021-01-06,37.6,Extreme,2021
Symptoms of Anxiety Disorder,By State,California,2021-01-06,39.9,Extreme,2021
Symptoms of Anxiety Disorder,By State,Colorado,2021-01-06,36.6,Extreme,2021
Symptoms of Anxiety Disorder,By State,Connecticut,2021-01-06,35.3,Extreme,2021
Symptoms of Anxiety Disorder,By State,Delaware,2021-01-06,34.7,High,2021
Symptoms of Anxiety Disorder,By State,District of Columbia,2021-01-06,34.4,High,2021
Symptoms of Anxiety Disorder,By State,Florida,2021-01-06,33.7,High,2021
Symptoms of Anxiety Disorder,By State,Georgia,2021-01-06,37.3,Extreme,2021
Symptoms of Anxiety Disorder,By State,Hawaii,2021-01-06,34.4,High,2021
Symptoms of Anxiety Disorder,By State,Idaho,2021-01-06,34.0,High,2021
Symptoms of Anxiety Disorder,By State,Illinois,2021-01-06,35.6,Extreme,2021
Symptoms of Anxiety Disorder,By State,Indiana,2021-01-06,32.8,High,2021
Symptoms of Anxiety Disorder,By State,Iowa,2021-01-06,31.1,High,2021
Symptoms of Anxiety Disorder,By State,Kansas,2021-01-06,33.9,High,2021
Symptoms of Anxiety Disorder,By State,Kentucky,2021-01-06,35.8,Extreme,2021
Symptoms of Anxiety Disorder,By State,Louisiana,2021-01-06,38.4,Extreme,2021
Symptoms of Anxiety Disorder,By State,Maine,2021-01-06,34.8,High,2021
Symptoms of Anxiety Disorder,By State,Maryland,2021-01-06,32.9,High,2021
Symptoms of Anxiety Disorder,By State,Massachusetts,2021-01-06,34.9,High,2021
Symptoms of Anxiety Disorder,By State,Michigan,2021-01-06,38.6,Extreme,2021
Symptoms of Anxiety Disorder,By State,Minnesota,2021-01-06,30.8,High,2021
Symptoms of Anxiety Disorder,By State,Mississippi,2021-01-06,49.2,Extreme,2021
Symptoms of Anxiety Disorder,By State,Missouri,2021-01-06,36.4,Extreme,2021
Symptoms of Anxiety Disorder,By State,Montana,2021-01-06,32.3,High,2021
Symptoms of Anxiety Disorder,By State,Nebraska,2021-01-06,31.7,High,2021
Symptoms of Anxiety Disorder,By State,Nevada,2021-01-06,34.9,High,2021
Symptoms of Anxiety Disorder,By State,New Hampshire,2021-01-06,33.7,High,2021
Symptoms of Anxiety Disorder,By State,New Jersey,2021-01-06,34.2,High,2021
Symptoms of Anxiety Disorder,By State,New Mexico,2021-01-06,33.6,High,2021
Symptoms of Anxiety Disorder,By State,New York,2021-01-06,33.8,High,2021
Symptoms of Anxiety Disorder,By State,North Carolina,2021-01-06,38.8,Extreme,2021
Symptoms of Anxiety Disorder,By State,North Dakota,2021-01-06,30.9,High,2021
Symptoms of Anxiety Disorder,By State,Ohio,2021-01-06,34.4,High,2021
Symptoms of Anxiety Disorder,By State,Oklahoma,2021-01-06,37.8,Extreme,2021
Symptoms of Anxiety Disorder,By State,Oregon,2021-01-06,39.2,Extreme,2021
Symptoms of Anxiety Disorder,By State,Pennsylvania,2021-01-06,34.6,High,2021
Symptoms of Anxiety Disorder,By State,Rhode Island,2021-01-06,39.4,Extreme,2021
Symptoms of Anxiety Disorder,By State,South Carolina,2021-01-06,35.9,Extreme,2021
Symptoms of Anxiety Disorder,By State,South Dakota,2021-01-06,29.2,Moderate,2021
Symptoms of Anxiety Disorder,By State,Tennessee,2021-01-06,34.4,High,2021
Symptoms of Anxiety Disorder,By State,Texas,2021-01-06,33.9,High,2021
Symptoms of Anxiety Disorder,By State,Utah,2021-01-06,38.5,Extreme,2021
Symptoms of Anxiety Disorder,By State,Vermont,2021-01-06,30.6,High,2021
Symptoms of Anxiety Disorder,By State,Virginia,2021-01-06,37.1,Extreme,2021
Symptoms of Anxiety Disorder,By State,Washington,2021-01-06,37.9,Extreme,2021
Symptoms of Anxiety Disorder,By State,West Virginia,2021-01-06,41.6,Extreme,2021
Symptoms of Anxiety Disorder,By State,Wisconsin,2021-01-06,31.4,High,2021
Symptoms of Anxiety Disorder,By State,Wyoming,2021-01-06,35.1,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2021-01-06,42.0,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2021-01-06,41.5,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2021-01-06,38.4,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2021-01-06,41.1,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2021-01-06,45.4,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2021-01-06,41.7,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2021-01-06,39.5,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2021-01-06,40.8,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2021-01-06,39.4,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2021-01-06,38.0,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2021-01-06,43.3,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2021-01-06,38.1,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2021-01-06,38.8,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2021-01-06,40.9,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2021-01-06,38.7,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2021-01-06,36.3,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2021-01-06,38.7,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2021-01-06,40.4,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2021-01-06,43.5,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2021-01-06,40.6,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2021-01-06,38.8,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2021-01-06,38.4,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2021-01-06,42.9,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2021-01-06,33.6,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2021-01-06,52.3,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2021-01-06,43.7,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2021-01-06,35.7,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2021-01-06,38.5,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2021-01-06,41.7,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2021-01-06,36.5,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2021-01-06,39.4,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2021-01-06,38.9,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2021-01-06,40.2,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2021-01-06,44.3,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2021-01-06,35.6,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2021-01-06,41.4,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2021-01-06,42.8,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2021-01-06,44.3,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2021-01-06,41.3,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2021-01-06,46.8,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2021-01-06,42.0,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2021-01-06,34.0,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2021-01-06,39.6,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2021-01-06,39.0,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2021-01-06,42.8,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2021-01-06,35.2,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2021-01-06,41.4,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2021-01-06,44.1,Extreme,2021
