Mental_indicator,Group_name,Subgroup,Time_Period,Percentage,Risk
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2021-05-12,26.3,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2021-05-12,29.1,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2021-05-12,32.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2021-05-12,28.1,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2021-05-12,23.2,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2021-05-12,28.5,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2021-05-12,33.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2021-05-12,32.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2021-05-12,30.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2021-05-12,26.4,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2021-05-12,30.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2021-05-12,24.3,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2021-05-12,33.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2021-05-12,32.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2021-05-12,27.7,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2021-05-12,28.0,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2021-05-12,32.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2021-05-12,31.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2021-05-12,31.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2021-05-12,29.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2021-05-12,32.3,High
Symptoms of Depressive Disorder,By State,Alabama,2021-05-26,21.5,Mild
Symptoms of Depressive Disorder,By State,Alaska,2021-05-26,17.1,Mild
Symptoms of Depressive Disorder,By State,Arizona,2021-05-26,21.9,Mild
Symptoms of Depressive Disorder,By State,Arkansas,2021-05-26,24.1,Mild
Symptoms of Depressive Disorder,By State,California,2021-05-26,23.0,Mild
Symptoms of Depressive Disorder,By State,Colorado,2021-05-26,19.6,Mild
Symptoms of Depressive Disorder,By State,Connecticut,2021-05-26,16.2,Mild
Symptoms of Depressive Disorder,By State,Delaware,2021-05-26,21.1,Mild
Symptoms of Depressive Disorder,By State,District of Columbia,2021-05-26,20.3,Mild
Symptoms of Depressive Disorder,By State,Florida,2021-05-26,16.9,Mild
Symptoms of Depressive Disorder,By State,Georgia,2021-05-26,21.8,Mild
Symptoms of Depressive Disorder,By State,Hawaii,2021-05-26,19.7,Mild
Symptoms of Depressive Disorder,By State,Idaho,2021-05-26,17.3,Mild
Symptoms of Depressive Disorder,By State,Illinois,2021-05-26,21.2,Mild
Symptoms of Depressive Disorder,By State,Indiana,2021-05-26,21.0,Mild
Symptoms of Depressive Disorder,By State,Iowa,2021-05-26,19.8,Mild
Symptoms of Depressive Disorder,By State,Kansas,2021-05-26,18.9,Mild
Symptoms of Depressive Disorder,By State,Kentucky,2021-05-26,19.5,Mild
Symptoms of Depressive Disorder,By State,Louisiana,2021-05-26,24.5,Mild
Symptoms of Depressive Disorder,By State,Maine,2021-05-26,18.3,Mild
Symptoms of Depressive Disorder,By State,Maryland,2021-05-26,16.5,Mild
Symptoms of Depressive Disorder,By State,Massachusetts,2021-05-26,18.3,Mild
Symptoms of Depressive Disorder,By State,Michigan,2021-05-26,17.5,Mild
Symptoms of Depressive Disorder,By State,Minnesota,2021-05-26,19.5,Mild
Symptoms of Depressive Disorder,By State,Mississippi,2021-05-26,23.8,Mild
Symptoms of Depressive Disorder,By State,Missouri,2021-05-26,24.3,Mild
Symptoms of Depressive Disorder,By State,Montana,2021-05-26,13.6,Mild
Symptoms of Depressive Disorder,By State,Nebraska,2021-05-26,15.3,Mild
Symptoms of Depressive Disorder,By State,Nevada,2021-05-26,28.2,Moderate
Symptoms of Depressive Disorder,By State,New Hampshire,2021-05-26,26.3,Moderate
Symptoms of Depressive Disorder,By State,New Jersey,2021-05-26,21.8,Mild
Symptoms of Depressive Disorder,By State,New Mexico,2021-05-26,23.7,Mild
Symptoms of Depressive Disorder,By State,New York,2021-05-26,19.9,Mild
Symptoms of Depressive Disorder,By State,North Carolina,2021-05-26,24.6,Mild
Symptoms of Depressive Disorder,By State,North Dakota,2021-05-26,18.7,Mild
Symptoms of Depressive Disorder,By State,Ohio,2021-05-26,20.2,Mild
Symptoms of Depressive Disorder,By State,Oklahoma,2021-05-26,22.2,Mild
Symptoms of Depressive Disorder,By State,Oregon,2021-05-26,23.0,Mild
Symptoms of Depressive Disorder,By State,Pennsylvania,2021-05-26,20.0,Mild
Symptoms of Depressive Disorder,By State,Rhode Island,2021-05-26,17.2,Mild
Symptoms of Depressive Disorder,By State,South Carolina,2021-05-26,21.7,Mild
Symptoms of Depressive Disorder,By State,South Dakota,2021-05-26,20.8,Mild
Symptoms of Depressive Disorder,By State,Tennessee,2021-05-26,19.7,Mild
Symptoms of Depressive Disorder,By State,Texas,2021-05-26,23.7,Mild
Symptoms of Depressive Disorder,By State,Utah,2021-05-26,19.1,Mild
Symptoms of Depressive Disorder,By State,Vermont,2021-05-26,17.8,Mild
Symptoms of Depressive Disorder,By State,Virginia,2021-05-26,21.3,Mild
Symptoms of Depressive Disorder,By State,Washington,2021-05-26,22.5,Mild
Symptoms of Depressive Disorder,By State,West Virginia,2021-05-26,22.3,Mild
Symptoms of Depressive Disorder,By State,Wisconsin,2021-05-26,13.4,Mild
Symptoms of Depressive Disorder,By State,Wyoming,2021-05-26,15.9,Mild
Symptoms of Anxiety Disorder,By State,Alabama,2021-05-26,27.7,Moderate
Symptoms of Anxiety Disorder,By State,Alaska,2021-05-26,23.6,Mild
Symptoms of Anxiety Disorder,By State,Arizona,2021-05-26,27.1,Moderate
Symptoms of Anxiety Disorder,By State,Arkansas,2021-05-26,26.9,Moderate
Symptoms of Anxiety Disorder,By State,California,2021-05-26,26.5,Moderate
Symptoms of Anxiety Disorder,By State,Colorado,2021-05-26,26.2,Moderate
Symptoms of Anxiety Disorder,By State,Connecticut,2021-05-26,19.7,Mild
Symptoms of Anxiety Disorder,By State,Delaware,2021-05-26,24.0,Mild
Symptoms of Anxiety Disorder,By State,District of Columbia,2021-05-26,21.5,Mild
Symptoms of Anxiety Disorder,By State,Florida,2021-05-26,24.4,Mild
Symptoms of Anxiety Disorder,By State,Georgia,2021-05-26,26.9,Moderate
Symptoms of Anxiety Disorder,By State,Hawaii,2021-05-26,26.6,Moderate
Symptoms of Anxiety Disorder,By State,Idaho,2021-05-26,22.3,Mild
Symptoms of Anxiety Disorder,By State,Illinois,2021-05-26,25.1,Moderate
Symptoms of Anxiety Disorder,By State,Indiana,2021-05-26,24.7,Mild
Symptoms of Anxiety Disorder,By State,Iowa,2021-05-26,23.9,Mild
Symptoms of Anxiety Disorder,By State,Kansas,2021-05-26,21.8,Mild
Symptoms of Anxiety Disorder,By State,Kentucky,2021-05-26,23.0,Mild
Symptoms of Anxiety Disorder,By State,Louisiana,2021-05-26,31.8,High
Symptoms of Anxiety Disorder,By State,Maine,2021-05-26,23.2,Mild
Symptoms of Anxiety Disorder,By State,Maryland,2021-05-26,22.5,Mild
Symptoms of Anxiety Disorder,By State,Massachusetts,2021-05-26,23.9,Mild
Symptoms of Anxiety Disorder,By State,Michigan,2021-05-26,19.8,Mild
Symptoms of Anxiety Disorder,By State,Minnesota,2021-05-26,22.3,Mild
Symptoms of Anxiety Disorder,By State,Mississippi,2021-05-26,27.6,Moderate
Symptoms of Anxiety Disorder,By State,Missouri,2021-05-26,29.3,Moderate
Symptoms of Anxiety Disorder,By State,Montana,2021-05-26,17.7,Mild
Symptoms of Anxiety Disorder,By State,Nebraska,2021-05-26,17.8,Mild
Symptoms of Anxiety Disorder,By State,Nevada,2021-05-26,30.7,High
Symptoms of Anxiety Disorder,By State,New Hampshire,2021-05-26,28.8,Moderate
Symptoms of Anxiety Disorder,By State,New Jersey,2021-05-26,26.5,Moderate
Symptoms of Anxiety Disorder,By State,New Mexico,2021-05-26,28.6,Moderate
Symptoms of Anxiety Disorder,By State,New York,2021-05-26,22.9,Mild
Symptoms of Anxiety Disorder,By State,North Carolina,2021-05-26,26.7,Moderate
Symptoms of Anxiety Disorder,By State,North Dakota,2021-05-26,22.6,Mild
Symptoms of Anxiety Disorder,By State,Ohio,2021-05-26,25.4,Moderate
Symptoms of Anxiety Disorder,By State,Oklahoma,2021-05-26,26.5,Moderate
Symptoms of Anxiety Disorder,By State,Oregon,2021-05-26,28.9,Moderate
Symptoms of Anxiety Disorder,By State,Pennsylvania,2021-05-26,25.8,Moderate
Symptoms of Anxiety Disorder,By State,Rhode Island,2021-05-26,22.2,Mild
Symptoms of Anxiety Disorder,By State,South Carolina,2021-05-26,26.5,Moderate
Symptoms of Anxiety Disorder,By State,South Dakota,2021-05-26,21.1,Mild
Symptoms of Anxiety Disorder,By State,Tennessee,2021-05-26,25.2,Moderate
Symptoms of Anxiety Disorder,By State,Texas,2021-05-26,28.0,Moderate
Symptoms of Anxiety Disorder,By State,Utah,2021-05-26,25.2,Moderate
Symptoms of Anxiety Disorder,By State,Vermont,2021-05-26,23.1,Mild
Symptoms of Anxiety Disorder,By State,Virginia,2021-05-26,24.1,Mild
Symptoms of Anxiety Disorder,By State,Washington,2021-05-26,27.8,Moderate
Symptoms of Anxiety Disorder,By State,West Virginia,2021-05-26,27.9,Moderate
Symptoms of Anxiety Disorder,By State,Wisconsin,2021-05-26,20.0,Mild
Symptoms of Anxiety Disorder,By State,Wyoming,2021-05-26,18.5,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2021-05-26,31.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2021-05-26,26.9,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2021-05-26,31.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2021-05-26,32.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2021-05-26,30.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2021-05-26,30.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2021-05-26,23.6,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2021-05-26,27.4,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2021-05-26,26.8,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2021-05-26,28.0,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2021-05-26,32.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2021-05-26,29.3,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2021-05-26,23.9,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2021-05-26,28.2,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2021-05-26,29.3,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2021-05-26,27.8,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2021-05-26,25.4,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2021-05-26,28.4,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2021-05-26,34.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2021-05-26,28.0,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2021-05-26,26.6,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2021-05-26,27.2,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2021-05-26,23.1,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2021-05-26,26.6,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2021-05-26,32.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2021-05-26,33.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2021-05-26,22.1,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2021-05-26,22.6,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2021-05-26,36.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2021-05-26,33.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2021-05-26,30.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2021-05-26,32.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2021-05-26,27.7,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2021-05-26,31.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2021-05-26,27.0,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2021-05-26,30.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2021-05-26,31.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2021-05-26,32.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2021-05-26,29.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2021-05-26,27.0,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2021-05-26,30.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2021-05-26,25.5,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2021-05-26,29.2,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2021-05-26,32.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2021-05-26,29.0,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2021-05-26,25.9,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2021-05-26,29.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2021-05-26,32.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2021-05-26,31.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2021-05-26,22.3,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2021-05-26,24.2,Mild
Symptoms of Depressive Disorder,By State,Alabama,2021-06-09,24.5,Mild
Symptoms of Depressive Disorder,By State,Alaska,2021-06-09,20.3,Mild
Symptoms of Depressive Disorder,By State,Arizona,2021-06-09,23.3,Mild
Symptoms of Depressive Disorder,By State,Arkansas,2021-06-09,20.8,Mild
Symptoms of Depressive Disorder,By State,California,2021-06-09,21.7,Mild
Symptoms of Depressive Disorder,By State,Colorado,2021-06-09,20.7,Mild
Symptoms of Depressive Disorder,By State,Connecticut,2021-06-09,19.8,Mild
Symptoms of Depressive Disorder,By State,Delaware,2021-06-09,20.6,Mild
Symptoms of Depressive Disorder,By State,District of Columbia,2021-06-09,18.7,Mild
Symptoms of Depressive Disorder,By State,Florida,2021-06-09,25.7,Moderate
Symptoms of Depressive Disorder,By State,Georgia,2021-06-09,26.5,Moderate
Symptoms of Depressive Disorder,By State,Hawaii,2021-06-09,18.2,Mild
Symptoms of Depressive Disorder,By State,Idaho,2021-06-09,21.3,Mild
Symptoms of Depressive Disorder,By State,Illinois,2021-06-09,22.3,Mild
Symptoms of Depressive Disorder,By State,Indiana,2021-06-09,20.5,Mild
Symptoms of Depressive Disorder,By State,Iowa,2021-06-09,22.9,Mild
Symptoms of Depressive Disorder,By State,Kansas,2021-06-09,19.7,Mild
Symptoms of Depressive Disorder,By State,Kentucky,2021-06-09,22.0,Mild
Symptoms of Depressive Disorder,By State,Louisiana,2021-06-09,23.8,Mild
Symptoms of Depressive Disorder,By State,Maine,2021-06-09,20.1,Mild
Symptoms of Depressive Disorder,By State,Maryland,2021-06-09,22.6,Mild
Symptoms of Depressive Disorder,By State,Massachusetts,2021-06-09,16.5,Mild
Symptoms of Depressive Disorder,By State,Michigan,2021-06-09,18.2,Mild
Symptoms of Depressive Disorder,By State,Minnesota,2021-06-09,15.8,Mild
Symptoms of Depressive Disorder,By State,Mississippi,2021-06-09,31.5,High
Symptoms of Depressive Disorder,By State,Missouri,2021-06-09,20.9,Mild
Symptoms of Depressive Disorder,By State,Montana,2021-06-09,16.2,Mild
Symptoms of Depressive Disorder,By State,Nebraska,2021-06-09,18.6,Mild
Symptoms of Depressive Disorder,By State,Nevada,2021-06-09,25.2,Moderate
Symptoms of Depressive Disorder,By State,New Hampshire,2021-06-09,13.2,Mild
Symptoms of Depressive Disorder,By State,New Jersey,2021-06-09,20.3,Mild
Symptoms of Depressive Disorder,By State,New Mexico,2021-06-09,27.5,Moderate
Symptoms of Depressive Disorder,By State,New York,2021-06-09,20.0,Mild
Symptoms of Depressive Disorder,By State,North Carolina,2021-06-09,18.7,Mild
Symptoms of Depressive Disorder,By State,North Dakota,2021-06-09,19.3,Mild
Symptoms of Depressive Disorder,By State,Ohio,2021-06-09,20.6,Mild
Symptoms of Depressive Disorder,By State,Oklahoma,2021-06-09,27.3,Moderate
Symptoms of Depressive Disorder,By State,Oregon,2021-06-09,20.8,Mild
Symptoms of Depressive Disorder,By State,Pennsylvania,2021-06-09,19.7,Mild
Symptoms of Depressive Disorder,By State,Rhode Island,2021-06-09,19.9,Mild
Symptoms of Depressive Disorder,By State,South Carolina,2021-06-09,21.8,Mild
Symptoms of Depressive Disorder,By State,South Dakota,2021-06-09,15.6,Mild
Symptoms of Depressive Disorder,By State,Tennessee,2021-06-09,21.6,Mild
Symptoms of Depressive Disorder,By State,Texas,2021-06-09,23.7,Mild
Symptoms of Depressive Disorder,By State,Utah,2021-06-09,20.7,Mild
Symptoms of Depressive Disorder,By State,Vermont,2021-06-09,16.5,Mild
Symptoms of Depressive Disorder,By State,Virginia,2021-06-09,20.6,Mild
Symptoms of Depressive Disorder,By State,Washington,2021-06-09,21.3,Mild
Symptoms of Depressive Disorder,By State,West Virginia,2021-06-09,21.3,Mild
Symptoms of Depressive Disorder,By State,Wisconsin,2021-06-09,15.1,Mild
Symptoms of Depressive Disorder,By State,Wyoming,2021-06-09,20.9,Mild
Symptoms of Anxiety Disorder,By State,Alabama,2021-06-09,24.4,Mild
Symptoms of Anxiety Disorder,By State,Alaska,2021-06-09,27.1,Moderate
Symptoms of Anxiety Disorder,By State,Arizona,2021-06-09,27.2,Moderate
Symptoms of Anxiety Disorder,By State,Arkansas,2021-06-09,28.4,Moderate
Symptoms of Anxiety Disorder,By State,California,2021-06-09,27.2,Moderate
Symptoms of Anxiety Disorder,By State,Colorado,2021-06-09,23.9,Mild
Symptoms of Anxiety Disorder,By State,Connecticut,2021-06-09,28.1,Moderate
Symptoms of Anxiety Disorder,By State,Delaware,2021-06-09,26.4,Moderate
Symptoms of Anxiety Disorder,By State,District of Columbia,2021-06-09,22.4,Mild
Symptoms of Anxiety Disorder,By State,Florida,2021-06-09,31.7,High
Symptoms of Anxiety Disorder,By State,Georgia,2021-06-09,24.8,Moderate
Symptoms of Anxiety Disorder,By State,Hawaii,2021-06-09,22.2,Mild
Symptoms of Anxiety Disorder,By State,Idaho,2021-06-09,26.1,Moderate
Symptoms of Anxiety Disorder,By State,Illinois,2021-06-09,22.5,Mild
Symptoms of Anxiety Disorder,By State,Indiana,2021-06-09,24.3,Mild
Symptoms of Anxiety Disorder,By State,Iowa,2021-06-09,28.7,Moderate
Symptoms of Anxiety Disorder,By State,Kansas,2021-06-09,19.9,Mild
Symptoms of Anxiety Disorder,By State,Kentucky,2021-06-09,30.1,High
Symptoms of Anxiety Disorder,By State,Louisiana,2021-06-09,31.7,High
Symptoms of Anxiety Disorder,By State,Maine,2021-06-09,24.6,Mild
Symptoms of Anxiety Disorder,By State,Maryland,2021-06-09,26.9,Moderate
Symptoms of Anxiety Disorder,By State,Massachusetts,2021-06-09,22.4,Mild
Symptoms of Anxiety Disorder,By State,Michigan,2021-06-09,24.1,Mild
Symptoms of Anxiety Disorder,By State,Minnesota,2021-06-09,22.5,Mild
Symptoms of Anxiety Disorder,By State,Mississippi,2021-06-09,31.7,High
Symptoms of Anxiety Disorder,By State,Missouri,2021-06-09,28.9,Moderate
Symptoms of Anxiety Disorder,By State,Montana,2021-06-09,24.0,Mild
Symptoms of Anxiety Disorder,By State,Nebraska,2021-06-09,21.8,Mild
Symptoms of Anxiety Disorder,By State,Nevada,2021-06-09,30.1,High
Symptoms of Anxiety Disorder,By State,New Hampshire,2021-06-09,19.1,Mild
Symptoms of Anxiety Disorder,By State,New Jersey,2021-06-09,26.9,Moderate
Symptoms of Anxiety Disorder,By State,New Mexico,2021-06-09,31.2,High
Symptoms of Anxiety Disorder,By State,New York,2021-06-09,25.4,Moderate
Symptoms of Anxiety Disorder,By State,North Carolina,2021-06-09,22.8,Mild
Symptoms of Anxiety Disorder,By State,North Dakota,2021-06-09,24.1,Mild
Symptoms of Anxiety Disorder,By State,Ohio,2021-06-09,25.4,Moderate
Symptoms of Anxiety Disorder,By State,Oklahoma,2021-06-09,35.7,Extreme
Symptoms of Anxiety Disorder,By State,Oregon,2021-06-09,25.1,Moderate
Symptoms of Anxiety Disorder,By State,Pennsylvania,2021-06-09,24.9,Moderate
Symptoms of Anxiety Disorder,By State,Rhode Island,2021-06-09,28.1,Moderate
Symptoms of Anxiety Disorder,By State,South Carolina,2021-06-09,25.0,Moderate
Symptoms of Anxiety Disorder,By State,South Dakota,2021-06-09,17.3,Mild
Symptoms of Anxiety Disorder,By State,Tennessee,2021-06-09,26.8,Moderate
Symptoms of Anxiety Disorder,By State,Texas,2021-06-09,26.1,Moderate
Symptoms of Anxiety Disorder,By State,Utah,2021-06-09,26.5,Moderate
Symptoms of Anxiety Disorder,By State,Vermont,2021-06-09,20.9,Mild
Symptoms of Anxiety Disorder,By State,Virginia,2021-06-09,23.8,Mild
Symptoms of Anxiety Disorder,By State,Washington,2021-06-09,24.8,Moderate
Symptoms of Anxiety Disorder,By State,West Virginia,2021-06-09,32.7,High
Symptoms of Anxiety Disorder,By State,Wisconsin,2021-06-09,20.7,Mild
Symptoms of Anxiety Disorder,By State,Wyoming,2021-06-09,21.6,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2021-06-09,29.5,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2021-06-09,31.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2021-06-09,32.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2021-06-09,34.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2021-06-09,31.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2021-06-09,28.3,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2021-06-09,30.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2021-06-09,31.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2021-06-09,25.0,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2021-06-09,34.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2021-06-09,33.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2021-06-09,24.9,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2021-06-09,29.5,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2021-06-09,29.4,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2021-06-09,30.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2021-06-09,32.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2021-06-09,25.9,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2021-06-09,33.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2021-06-09,36.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2021-06-09,28.6,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2021-06-09,31.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2021-06-09,27.1,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2021-06-09,27.2,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2021-06-09,25.9,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2021-06-09,39.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2021-06-09,31.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2021-06-09,26.7,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2021-06-09,25.4,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2021-06-09,33.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2021-06-09,21.0,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2021-06-09,31.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2021-06-09,35.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2021-06-09,30.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2021-06-09,25.7,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2021-06-09,26.5,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2021-06-09,28.4,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2021-06-09,38.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2021-06-09,29.0,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2021-06-09,28.0,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2021-06-09,31.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2021-06-09,30.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2021-06-09,23.5,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2021-06-09,31.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2021-06-09,31.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2021-06-09,29.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2021-06-09,23.0,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2021-06-09,28.3,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2021-06-09,29.0,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2021-06-09,37.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2021-06-09,22.4,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2021-06-09,26.1,Moderate
Symptoms of Depressive Disorder,By State,Alabama,2021-06-23,25.3,Moderate
Symptoms of Depressive Disorder,By State,Alaska,2021-06-23,17.9,Mild
