,Indicator,Group,State,Subgroup,Time Period Start Date,Value,year
3814,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2020-10-28,mild,2020
3815,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2020-10-28,mild,2020
3816,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2020-10-28,mild,2020
3817,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2020-10-28,mild,2020
3818,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,2020-10-28,mild,2020
3819,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2020-10-28,mild,2020
3820,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2020-10-28,mild,2020
3821,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2020-10-28,mild,2020
3822,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2020-10-28,mild,2020
3823,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2020-10-28,mild,2020
3824,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2020-10-28,mild,2020
3825,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2020-10-28,mild,2020
3826,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2020-10-28,mild,2020
3827,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2020-10-28,mild,2020
3828,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2020-10-28,mild,2020
3829,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2020-10-28,mild,2020
3830,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2020-10-28,mild,2020
3831,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2020-10-28,mild,2020
3832,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2020-10-28,mild,2020
3833,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2020-10-28,mild,2020
3834,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2020-10-28,mild,2020
3835,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2020-10-28,mild,2020
3836,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2020-10-28,mild,2020
3837,Symptoms of Depressive Disorder,National Estimate,United States,United States,2020-11-11,mild,2020
3838,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2020-11-11,mild,2020
3839,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2020-11-11,mild,2020
3840,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2020-11-11,mild,2020
3841,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2020-11-11,mild,2020
3842,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2020-11-11,mild,2020
3843,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2020-11-11,mild,2020
3844,Symptoms of Depressive Disorder,By Age,United States,80 years and above,2020-11-11,mild,2020
3845,Symptoms of Depressive Disorder,By Sex,United States,Male,2020-11-11,mild,2020
3846,Symptoms of Depressive Disorder,By Sex,United States,Female,2020-11-11,mild,2020
3847,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-11-11,mild,2020
3848,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-11-11,mild,2020
3849,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-11-11,mild,2020
3850,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-11-11,mild,2020
3851,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-11-11,mild,2020
3852,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2020-11-11,mild,2020
3853,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2020-11-11,mild,2020
3854,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-11-11,mild,2020
3855,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-11-11,mild,2020
3856,Symptoms of Depressive Disorder,By State,Alabama,Alabama,2020-11-11,mild,2020
3857,Symptoms of Depressive Disorder,By State,Alaska,Alaska,2020-11-11,mild,2020
3858,Symptoms of Depressive Disorder,By State,Arizona,Arizona,2020-11-11,mild,2020
3859,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,2020-11-11,mild,2020
3860,Symptoms of Depressive Disorder,By State,California,California,2020-11-11,mild,2020
3861,Symptoms of Depressive Disorder,By State,Colorado,Colorado,2020-11-11,mild,2020
3862,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,2020-11-11,mild,2020
3863,Symptoms of Depressive Disorder,By State,Delaware,Delaware,2020-11-11,mild,2020
3864,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,2020-11-11,mild,2020
3865,Symptoms of Depressive Disorder,By State,Florida,Florida,2020-11-11,mild,2020
3866,Symptoms of Depressive Disorder,By State,Georgia,Georgia,2020-11-11,mild,2020
3867,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,2020-11-11,mild,2020
3868,Symptoms of Depressive Disorder,By State,Idaho,Idaho,2020-11-11,mild,2020
3869,Symptoms of Depressive Disorder,By State,Illinois,Illinois,2020-11-11,mild,2020
3870,Symptoms of Depressive Disorder,By State,Indiana,Indiana,2020-11-11,mild,2020
3871,Symptoms of Depressive Disorder,By State,Iowa,Iowa,2020-11-11,mild,2020
3872,Symptoms of Depressive Disorder,By State,Kansas,Kansas,2020-11-11,mild,2020
3873,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2020-11-11,mild,2020
3874,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2020-11-11,mild,2020
3875,Symptoms of Depressive Disorder,By State,Maine,Maine,2020-11-11,mild,2020
3876,Symptoms of Depressive Disorder,By State,Maryland,Maryland,2020-11-11,mild,2020
3877,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2020-11-11,mild,2020
3878,Symptoms of Depressive Disorder,By State,Michigan,Michigan,2020-11-11,mild,2020
3879,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2020-11-11,mild,2020
3880,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2020-11-11,mild,2020
3881,Symptoms of Depressive Disorder,By State,Missouri,Missouri,2020-11-11,mild,2020
3882,Symptoms of Depressive Disorder,By State,Montana,Montana,2020-11-11,mild,2020
3883,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,2020-11-11,mild,2020
3884,Symptoms of Depressive Disorder,By State,Nevada,Nevada,2020-11-11,mild,2020
3885,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,2020-11-11,mild,2020
3886,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,2020-11-11,mild,2020
3887,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,2020-11-11,mild,2020
3888,Symptoms of Depressive Disorder,By State,New York,New York,2020-11-11,mild,2020
3889,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,2020-11-11,mild,2020
3890,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2020-11-11,mild,2020
3891,Symptoms of Depressive Disorder,By State,Ohio,Ohio,2020-11-11,mild,2020
3892,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2020-11-11,mild,2020
3893,Symptoms of Depressive Disorder,By State,Oregon,Oregon,2020-11-11,mild,2020
3894,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2020-11-11,mild,2020
3895,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2020-11-11,mild,2020
3896,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2020-11-11,mild,2020
3897,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2020-11-11,mild,2020
3898,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2020-11-11,mild,2020
3899,Symptoms of Depressive Disorder,By State,Texas,Texas,2020-11-11,mild,2020
3900,Symptoms of Depressive Disorder,By State,Utah,Utah,2020-11-11,mild,2020
3901,Symptoms of Depressive Disorder,By State,Vermont,Vermont,2020-11-11,mild,2020
3902,Symptoms of Depressive Disorder,By State,Virginia,Virginia,2020-11-11,mild,2020
3903,Symptoms of Depressive Disorder,By State,Washington,Washington,2020-11-11,mild,2020
3904,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2020-11-11,mild,2020
3905,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2020-11-11,mild,2020
3906,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2020-11-11,mild,2020
3907,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2020-11-11,mild,2020
3908,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,2020-11-11,mild,2020
3909,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,2020-11-11,mild,2020
3910,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,2020-11-11,mild,2020
3911,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,2020-11-11,mild,2020
3912,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,2020-11-11,mild,2020
3913,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,2020-11-11,mild,2020
3914,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,2020-11-11,mild,2020
3915,Symptoms of Anxiety Disorder,By Sex,United States,Male,2020-11-11,mild,2020
3916,Symptoms of Anxiety Disorder,By Sex,United States,Female,2020-11-11,mild,2020
3917,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-11-11,mild,2020
3918,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-11-11,mild,2020
3919,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-11-11,mild,2020
3920,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-11-11,mild,2020
3921,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-11-11,mild,2020
3922,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2020-11-11,mild,2020
3923,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2020-11-11,mild,2020
3924,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2020-11-11,mild,2020
3925,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2020-11-11,mild,2020
3926,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2020-11-11,mild,2020
3927,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2020-11-11,mild,2020
3928,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2020-11-11,mild,2020
3929,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2020-11-11,mild,2020
3930,Symptoms of Anxiety Disorder,By State,California,California,2020-11-11,mild,2020
3931,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2020-11-11,mild,2020
3932,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2020-11-11,mild,2020
3933,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2020-11-11,mild,2020
3934,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2020-11-11,mild,2020
3935,Symptoms of Anxiety Disorder,By State,Florida,Florida,2020-11-11,mild,2020
3936,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2020-11-11,mild,2020
3937,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2020-11-11,mild,2020
3938,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2020-11-11,mild,2020
3939,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2020-11-11,mild,2020
3940,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2020-11-11,mild,2020
3941,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2020-11-11,mild,2020
3942,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2020-11-11,mild,2020
3943,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2020-11-11,mild,2020
3944,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2020-11-11,mild,2020
3945,Symptoms of Anxiety Disorder,By State,Maine,Maine,2020-11-11,mild,2020
3946,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2020-11-11,mild,2020
3947,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2020-11-11,mild,2020
3948,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2020-11-11,mild,2020
3949,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2020-11-11,mild,2020
3950,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2020-11-11,mild,2020
3951,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2020-11-11,mild,2020
3952,Symptoms of Anxiety Disorder,By State,Montana,Montana,2020-11-11,mild,2020
3953,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2020-11-11,mild,2020
3954,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2020-11-11,mild,2020
3955,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2020-11-11,mild,2020
3956,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2020-11-11,mild,2020
3957,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2020-11-11,mild,2020
3958,Symptoms of Anxiety Disorder,By State,New York,New York,2020-11-11,mild,2020
3959,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2020-11-11,mild,2020
3960,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2020-11-11,mild,2020
3961,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2020-11-11,mild,2020
3962,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2020-11-11,mild,2020
3963,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2020-11-11,mild,2020
3964,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2020-11-11,mild,2020
3965,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2020-11-11,mild,2020
3966,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2020-11-11,mild,2020
3967,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2020-11-11,mild,2020
3968,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2020-11-11,mild,2020
3969,Symptoms of Anxiety Disorder,By State,Texas,Texas,2020-11-11,mild,2020
3970,Symptoms of Anxiety Disorder,By State,Utah,Utah,2020-11-11,mild,2020
3971,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2020-11-11,mild,2020
3972,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2020-11-11,mild,2020
3973,Symptoms of Anxiety Disorder,By State,Washington,Washington,2020-11-11,mild,2020
3974,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2020-11-11,mild,2020
3975,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2020-11-11,mild,2020
3976,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2020-11-11,mild,2020
3977,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2020-11-11,mild,2020
3978,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2020-11-11,mild,2020
3979,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2020-11-11,mild,2020
3980,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2020-11-11,mild,2020
3981,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2020-11-11,mild,2020
3982,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2020-11-11,mild,2020
3983,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2020-11-11,mild,2020
3984,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2020-11-11,mild,2020
3985,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2020-11-11,mild,2020
3986,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2020-11-11,mild,2020
3987,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-11-11,mild,2020
3988,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-11-11,mild,2020
3989,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-11-11,mild,2020
3990,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-11-11,mild,2020
3991,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-11-11,mild,2020
3992,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2020-11-11,mild,2020
3993,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2020-11-11,mild,2020
3994,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-11-11,mild,2020
3995,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-11-11,mild,2020
3996,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2020-11-11,mild,2020
3997,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2020-11-11,mild,2020
3998,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2020-11-11,mild,2020
3999,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2020-11-11,mild,2020
4000,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,2020-11-11,mild,2020
4001,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2020-11-11,mild,2020
4002,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2020-11-11,mild,2020
4003,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2020-11-11,mild,2020
4004,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2020-11-11,mild,2020
4005,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2020-11-11,mild,2020
4006,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2020-11-11,mild,2020
4007,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2020-11-11,mild,2020
4008,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2020-11-11,mild,2020
4009,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2020-11-11,mild,2020
4010,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2020-11-11,mild,2020
4011,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2020-11-11,mild,2020
4012,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2020-11-11,mild,2020
4013,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2020-11-11,mild,2020
4014,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2020-11-11,mild,2020
4015,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2020-11-11,mild,2020
4016,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2020-11-11,mild,2020
4017,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2020-11-11,mild,2020
4018,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2020-11-11,mild,2020
4019,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2020-11-11,mild,2020
4020,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2020-11-11,mild,2020
4021,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2020-11-11,mild,2020
4022,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2020-11-11,mild,2020
4023,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2020-11-11,mild,2020
4024,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2020-11-11,mild,2020
4025,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2020-11-11,mild,2020
4026,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2020-11-11,mild,2020
4027,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2020-11-11,mild,2020
4028,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,2020-11-11,mild,2020
4029,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2020-11-11,mild,2020
4030,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2020-11-11,mild,2020
4031,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2020-11-11,mild,2020
4032,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2020-11-11,mild,2020
4033,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2020-11-11,mild,2020
4034,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2020-11-11,mild,2020
4035,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2020-11-11,mild,2020
4036,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2020-11-11,mild,2020
4037,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2020-11-11,mild,2020
4038,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2020-11-11,mild,2020
4039,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2020-11-11,mild,2020
4040,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2020-11-11,mild,2020
4041,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2020-11-11,mild,2020
4042,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2020-11-11,mild,2020
4043,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2020-11-11,mild,2020
4044,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2020-11-11,mild,2020
4045,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2020-11-11,mild,2020
4046,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2020-11-11,mild,2020
4047,Symptoms of Depressive Disorder,National Estimate,United States,United States,2020-11-25,mild,2020
4048,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2020-11-25,mild,2020
4049,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2020-11-25,mild,2020
4050,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2020-11-25,mild,2020
4051,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2020-11-25,mild,2020
4052,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2020-11-25,mild,2020
4053,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2020-11-25,mild,2020
4054,Symptoms of Depressive Disorder,By Age,United States,80 years and above,2020-11-25,mild,2020
4055,Symptoms of Depressive Disorder,By Sex,United States,Male,2020-11-25,mild,2020
4056,Symptoms of Depressive Disorder,By Sex,United States,Female,2020-11-25,mild,2020
4057,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-11-25,mild,2020
4058,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-11-25,mild,2020
4059,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-11-25,mild,2020
4060,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-11-25,mild,2020
4061,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-11-25,mild,2020
4062,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2020-11-25,mild,2020
4063,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2020-11-25,mild,2020
4064,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-11-25,mild,2020
4065,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-11-25,mild,2020
4066,Symptoms of Depressive Disorder,By State,Alabama,Alabama,2020-11-25,mild,2020
4067,Symptoms of Depressive Disorder,By State,Alaska,Alaska,2020-11-25,mild,2020
4068,Symptoms of Depressive Disorder,By State,Arizona,Arizona,2020-11-25,mild,2020
4069,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,2020-11-25,mild,2020
4070,Symptoms of Depressive Disorder,By State,California,California,2020-11-25,mild,2020
4071,Symptoms of Depressive Disorder,By State,Colorado,Colorado,2020-11-25,mild,2020
4072,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,2020-11-25,mild,2020
4073,Symptoms of Depressive Disorder,By State,Delaware,Delaware,2020-11-25,mild,2020
4074,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,2020-11-25,mild,2020
4075,Symptoms of Depressive Disorder,By State,Florida,Florida,2020-11-25,mild,2020
4076,Symptoms of Depressive Disorder,By State,Georgia,Georgia,2020-11-25,mild,2020
4077,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,2020-11-25,mild,2020
4078,Symptoms of Depressive Disorder,By State,Idaho,Idaho,2020-11-25,mild,2020
4079,Symptoms of Depressive Disorder,By State,Illinois,Illinois,2020-11-25,mild,2020
4080,Symptoms of Depressive Disorder,By State,Indiana,Indiana,2020-11-25,mild,2020
4081,Symptoms of Depressive Disorder,By State,Iowa,Iowa,2020-11-25,mild,2020
4082,Symptoms of Depressive Disorder,By State,Kansas,Kansas,2020-11-25,mild,2020
4083,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2020-11-25,mild,2020
4084,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2020-11-25,mild,2020
4085,Symptoms of Depressive Disorder,By State,Maine,Maine,2020-11-25,mild,2020
4086,Symptoms of Depressive Disorder,By State,Maryland,Maryland,2020-11-25,mild,2020
4087,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2020-11-25,mild,2020
4088,Symptoms of Depressive Disorder,By State,Michigan,Michigan,2020-11-25,mild,2020
4089,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2020-11-25,mild,2020
4090,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2020-11-25,mild,2020
4091,Symptoms of Depressive Disorder,By State,Missouri,Missouri,2020-11-25,mild,2020
4092,Symptoms of Depressive Disorder,By State,Montana,Montana,2020-11-25,mild,2020
